,Subject,Shape,Word,Matching,Identity,Group,RT_ms,RT_sec,ACC,Country
10053,29,Friend,Friend,Matching,Close,1,NA,NA,NA,China
10054,29,Friend,Friend,Matching,Close,1,NA,NA,NA,China
10055,29,Friend,Friend,Matching,Close,1,NA,NA,NA,China
10056,29,Friend,Friend,Matching,Close,1,NA,NA,NA,China
10057,29,Friend,Friend,Matching,Close,1,NA,NA,NA,China
10058,29,Friend,Friend,Matching,Close,1,NA,NA,NA,China
10059,29,Friend,Friend,Matching,Close,1,NA,NA,NA,China
10060,29,Friend,Friend,Matching,Close,1,NA,NA,NA,China
10061,29,Friend,Friend,Matching,Close,1,520,0.52,0,China
10062,29,Friend,Friend,Matching,Close,1,619,0.619,0,China
10063,29,Friend,Friend,Matching,Close,1,463,0.463,0,China
10064,29,Friend,Friend,Matching,Close,1,325,0.325,1,China
10065,29,Friend,Friend,Matching,Close,1,576,0.576,0,China
10066,29,Friend,Friend,Matching,Close,1,448,0.448,1,China
10067,29,Friend,Friend,Matching,Close,1,606,0.606,1,China
10068,29,Friend,Friend,Matching,Close,1,621,0.621,1,China
10069,29,Friend,Friend,Matching,Close,1,580,0.58,1,China
10070,29,Friend,Friend,Matching,Close,1,572,0.572,1,China
10071,29,Friend,Friend,Matching,Close,1,708,0.708,0,China
10072,29,Friend,Friend,Matching,Close,1,672,0.672,0,China
10073,29,Friend,Friend,Matching,Close,1,686,0.686,0,China
10074,29,Friend,Friend,Matching,Close,1,0,0,0,China
10075,29,Friend,Friend,Matching,Close,1,432,0.432,0,China
10076,29,Friend,Friend,Matching,Close,1,883,0.883,1,China
10077,29,Friend,Friend,Matching,Close,1,479,0.479,1,China
10078,29,Friend,Friend,Matching,Close,1,623,0.623,0,China
10079,29,Friend,Friend,Matching,Close,1,568,0.568,1,China
10080,29,Friend,Friend,Matching,Close,1,525,0.525,0,China
10081,29,Friend,Friend,Matching,Close,1,571,0.571,1,China
10082,29,Friend,Friend,Matching,Close,1,722,0.722,1,China
10083,29,Friend,Friend,Matching,Close,1,512,0.512,1,China
10084,29,Friend,Friend,Matching,Close,1,735,0.735,1,China
10085,29,Friend,Friend,Matching,Close,1,551,0.551,1,China
10086,29,Friend,Friend,Matching,Close,1,822,0.822,1,China
10087,29,Friend,Friend,Matching,Close,1,565,0.565,1,China
10088,29,Friend,Friend,Matching,Close,1,751,0.751,1,China
10089,29,Friend,Friend,Matching,Close,1,533,0.533,1,China
10090,29,Friend,Friend,Matching,Close,1,573,0.573,1,China
10091,29,Friend,Friend,Matching,Close,1,505,0.505,1,China
10092,29,Friend,Friend,Matching,Close,1,503,0.503,1,China
10093,29,Friend,Friend,Matching,Close,1,455,0.455,1,China
10094,29,Friend,Friend,Matching,Close,1,605,0.605,1,China
10095,29,Friend,Friend,Matching,Close,1,523,0.523,1,China
10096,29,Friend,Friend,Matching,Close,1,0,0,0,China
10097,29,Friend,Friend,Matching,Close,1,507,0.507,1,China
10098,29,Friend,Friend,Matching,Close,1,657,0.657,1,China
10099,29,Friend,Friend,Matching,Close,1,380,0.38,1,China
10100,29,Friend,Friend,Matching,Close,1,686,0.686,1,China
10101,29,Friend,Friend,Matching,Close,1,455,0.455,1,China
10102,29,Friend,Friend,Matching,Close,1,420,0.42,1,China
10103,29,Friend,Friend,Matching,Close,1,591,0.591,1,China
10104,29,Friend,Friend,Matching,Close,1,486,0.486,1,China
10105,29,Friend,Friend,Matching,Close,1,502,0.502,1,China
10106,29,Friend,Friend,Matching,Close,1,550,0.55,1,China
10107,29,Friend,Friend,Matching,Close,1,518,0.518,1,China
10108,29,Friend,Friend,Matching,Close,1,564,0.564,1,China
10109,29,Friend,Friend,Matching,Close,1,597,0.597,0,China
10110,29,Friend,Friend,Matching,Close,1,479,0.479,1,China
10111,29,Friend,Friend,Matching,Close,1,588,0.588,1,China
10112,29,Friend,Friend,Matching,Close,1,453,0.453,1,China
10113,29,Friend,Friend,Matching,Close,1,535,0.535,0,China
10114,29,Friend,Friend,Matching,Close,1,386,0.386,1,China
10115,29,Friend,Friend,Matching,Close,1,512,0.512,0,China
10116,29,Friend,Friend,Matching,Close,1,530,0.53,1,China
10117,29,Friend,Friend,Matching,Close,1,404,0.404,1,China
10118,29,Friend,Friend,Matching,Close,1,551,0.551,0,China
10119,29,Friend,Friend,Matching,Close,1,336,0.336,1,China
10120,29,Friend,Friend,Matching,Close,1,708,0.708,1,China
10121,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10122,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10123,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10124,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10125,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10126,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10127,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10128,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10129,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10130,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10131,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10132,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10133,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10134,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10135,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10136,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10137,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10138,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10139,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10140,29,Stranger,Stranger,Matching,Stranger,1,NA,NA,NA,China
10141,29,Stranger,Stranger,Matching,Stranger,1,0,0,0,China
10142,29,Stranger,Stranger,Matching,Stranger,1,371,0.371,0,China
10143,29,Stranger,Stranger,Matching,Stranger,1,515,0.515,0,China
10144,29,Stranger,Stranger,Matching,Stranger,1,570,0.57,0,China
10145,29,Stranger,Stranger,Matching,Stranger,1,706,0.706,1,China
10146,29,Stranger,Stranger,Matching,Stranger,1,459,0.459,0,China
10147,29,Stranger,Stranger,Matching,Stranger,1,523,0.523,0,China
10148,29,Stranger,Stranger,Matching,Stranger,1,366,0.366,0,China
10149,29,Stranger,Stranger,Matching,Stranger,1,578,0.578,0,China
10150,29,Stranger,Stranger,Matching,Stranger,1,482,0.482,1,China
10151,29,Stranger,Stranger,Matching,Stranger,1,541,0.541,0,China
10152,29,Stranger,Stranger,Matching,Stranger,1,517,0.517,1,China
10153,29,Stranger,Stranger,Matching,Stranger,1,833,0.833,1,China
10154,29,Stranger,Stranger,Matching,Stranger,1,394,0.394,1,China
10155,29,Stranger,Stranger,Matching,Stranger,1,374,0.374,1,China
10156,29,Stranger,Stranger,Matching,Stranger,1,489,0.489,0,China
10157,29,Stranger,Stranger,Matching,Stranger,1,618,0.618,1,China
10158,29,Stranger,Stranger,Matching,Stranger,1,445,0.445,1,China
10159,29,Stranger,Stranger,Matching,Stranger,1,536,0.536,1,China
10160,29,Stranger,Stranger,Matching,Stranger,1,503,0.503,1,China
10161,29,Stranger,Stranger,Matching,Stranger,1,330,0.33,1,China
10162,29,Stranger,Stranger,Matching,Stranger,1,297,0.297,1,China
10163,29,Stranger,Stranger,Matching,Stranger,1,556,0.556,1,China
10164,29,Stranger,Stranger,Matching,Stranger,1,528,0.528,0,China
10165,29,Stranger,Stranger,Matching,Stranger,1,614,0.614,1,China
10166,29,Stranger,Stranger,Matching,Stranger,1,533,0.533,0,China
10167,29,Stranger,Stranger,Matching,Stranger,1,617,0.617,1,China
10168,29,Stranger,Stranger,Matching,Stranger,1,700,0.7,0,China
10169,29,Stranger,Stranger,Matching,Stranger,1,700,0.7,1,China
10170,29,Stranger,Stranger,Matching,Stranger,1,590,0.59,1,China
10171,29,Stranger,Stranger,Matching,Stranger,1,588,0.588,1,China
10172,29,Stranger,Stranger,Matching,Stranger,1,445,0.445,1,China
10173,29,Stranger,Stranger,Matching,Stranger,1,671,0.671,1,China
10174,29,Stranger,Stranger,Matching,Stranger,1,529,0.529,1,China
10175,29,Stranger,Stranger,Matching,Stranger,1,567,0.567,1,China
10176,29,Stranger,Stranger,Matching,Stranger,1,587,0.587,1,China
10177,29,Stranger,Stranger,Matching,Stranger,1,716,0.716,1,China
10178,29,Stranger,Stranger,Matching,Stranger,1,576,0.576,1,China
10179,29,Stranger,Stranger,Matching,Stranger,1,406,0.406,1,China
10180,29,Stranger,Stranger,Matching,Stranger,1,409,0.409,1,China
10181,29,Stranger,Stranger,Matching,Stranger,1,732,0.732,0,China
10182,29,Stranger,Stranger,Matching,Stranger,1,360,0.36,1,China
10183,29,Stranger,Stranger,Matching,Stranger,1,530,0.53,1,China
10184,29,Stranger,Stranger,Matching,Stranger,1,447,0.447,1,China
10185,29,Stranger,Stranger,Matching,Stranger,1,495,0.495,1,China
10186,29,Stranger,Stranger,Matching,Stranger,1,432,0.432,1,China
10187,29,Stranger,Stranger,Matching,Stranger,1,416,0.416,1,China
10188,29,Stranger,Stranger,Matching,Stranger,1,592,0.592,1,China
10189,29,Stranger,Stranger,Matching,Stranger,1,0,0,0,China
10190,29,Stranger,Stranger,Matching,Stranger,1,536,0.536,1,China
10191,29,Stranger,Stranger,Matching,Stranger,1,426,0.426,1,China
10192,29,Stranger,Stranger,Matching,Stranger,1,434,0.434,1,China
10193,29,Stranger,Stranger,Matching,Stranger,1,528,0.528,1,China
10194,29,Stranger,Stranger,Matching,Stranger,1,765,0.765,1,China
10195,29,Stranger,Stranger,Matching,Stranger,1,379,0.379,1,China
10196,29,Stranger,Stranger,Matching,Stranger,1,468,0.468,1,China
10197,29,Stranger,Stranger,Matching,Stranger,1,464,0.464,0,China
10198,29,Stranger,Stranger,Matching,Stranger,1,353,0.353,1,China
10199,29,Stranger,Stranger,Matching,Stranger,1,643,0.643,0,China
10200,29,Stranger,Stranger,Matching,Stranger,1,430,0.43,1,China
10201,29,Self,Stranger,Nonmatching,Self,1,NA,NA,NA,China
10202,29,Self,Friend,Nonmatching,Self,1,NA,NA,NA,China
10203,29,Self,Friend,Nonmatching,Self,1,NA,NA,NA,China
10204,29,Self,Stranger,Nonmatching,Self,1,NA,NA,NA,China
10205,29,Self,Friend,Nonmatching,Self,1,NA,NA,NA,China
10206,29,Self,Stranger,Nonmatching,Self,1,NA,NA,NA,China
10207,29,Self,Friend,Nonmatching,Self,1,NA,NA,NA,China
10208,29,Self,Stranger,Nonmatching,Self,1,NA,NA,NA,China
10209,29,Self,Stranger,Nonmatching,Self,1,NA,NA,NA,China
10210,29,Self,Friend,Nonmatching,Self,1,NA,NA,NA,China
10211,29,Self,Friend,Nonmatching,Self,1,NA,NA,NA,China
10212,29,Self,Stranger,Nonmatching,Self,1,NA,NA,NA,China
10213,29,Self,Friend,Nonmatching,Self,1,NA,NA,NA,China
10214,29,Self,Stranger,Nonmatching,Self,1,NA,NA,NA,China
10215,29,Self,Friend,Nonmatching,Self,1,NA,NA,NA,China
10216,29,Self,Stranger,Nonmatching,Self,1,NA,NA,NA,China
10217,29,Self,Friend,Nonmatching,Self,1,NA,NA,NA,China
10218,29,Self,Stranger,Nonmatching,Self,1,NA,NA,NA,China
10219,29,Self,Friend,Nonmatching,Self,1,NA,NA,NA,China
10220,29,Self,Stranger,Nonmatching,Self,1,NA,NA,NA,China
10221,29,Self,Stranger,Nonmatching,Self,1,407,0.407,1,China
10222,29,Self,Friend,Nonmatching,Self,1,482,0.482,0,China
10223,29,Self,Stranger,Nonmatching,Self,1,634,0.634,0,China
10224,29,Self,Friend,Nonmatching,Self,1,549,0.549,1,China
10225,29,Self,Friend,Nonmatching,Self,1,425,0.425,1,China
10226,29,Self,Stranger,Nonmatching,Self,1,520,0.52,1,China
10227,29,Self,Stranger,Nonmatching,Self,1,556,0.556,1,China
10228,29,Self,Friend,Nonmatching,Self,1,496,0.496,1,China
10229,29,Self,Friend,Nonmatching,Self,1,607,0.607,1,China
10230,29,Self,Stranger,Nonmatching,Self,1,550,0.55,1,China
10231,29,Self,Stranger,Nonmatching,Self,1,469,0.469,0,China
10232,29,Self,Friend,Nonmatching,Self,1,515,0.515,1,China
10233,29,Self,Friend,Nonmatching,Self,1,577,0.577,0,China
10234,29,Self,Stranger,Nonmatching,Self,1,576,0.576,1,China
10235,29,Self,Friend,Nonmatching,Self,1,690,0.69,1,China
10236,29,Self,Stranger,Nonmatching,Self,1,589,0.589,1,China
10237,29,Self,Stranger,Nonmatching,Self,1,558,0.558,1,China
10238,29,Self,Friend,Nonmatching,Self,1,541,0.541,1,China
10239,29,Self,Friend,Nonmatching,Self,1,611,0.611,1,China
10240,29,Self,Stranger,Nonmatching,Self,1,582,0.582,1,China
10241,29,Self,Stranger,Nonmatching,Self,1,441,0.441,1,China
10242,29,Self,Friend,Nonmatching,Self,1,398,0.398,0,China
10243,29,Self,Friend,Nonmatching,Self,1,603,0.603,1,China
10244,29,Self,Stranger,Nonmatching,Self,1,637,0.637,1,China
10245,29,Self,Stranger,Nonmatching,Self,1,595,0.595,1,China
10246,29,Self,Friend,Nonmatching,Self,1,896,0.896,1,China
10247,29,Self,Stranger,Nonmatching,Self,1,953,0.953,1,China
10248,29,Self,Friend,Nonmatching,Self,1,683,0.683,1,China
10249,29,Self,Stranger,Nonmatching,Self,1,797,0.797,1,China
10250,29,Self,Friend,Nonmatching,Self,1,710,0.71,1,China
10251,29,Self,Stranger,Nonmatching,Self,1,617,0.617,1,China
10252,29,Self,Friend,Nonmatching,Self,1,673,0.673,1,China
10253,29,Self,Stranger,Nonmatching,Self,1,582,0.582,1,China
10254,29,Self,Friend,Nonmatching,Self,1,622,0.622,1,China
10255,29,Self,Stranger,Nonmatching,Self,1,631,0.631,1,China
10256,29,Self,Friend,Nonmatching,Self,1,554,0.554,1,China
10257,29,Self,Stranger,Nonmatching,Self,1,539,0.539,1,China
10258,29,Self,Friend,Nonmatching,Self,1,567,0.567,1,China
10259,29,Self,Friend,Nonmatching,Self,1,498,0.498,1,China
10260,29,Self,Stranger,Nonmatching,Self,1,548,0.548,1,China
10261,29,Self,Stranger,Nonmatching,Self,1,428,0.428,1,China
10262,29,Self,Friend,Nonmatching,Self,1,573,0.573,1,China
10263,29,Self,Stranger,Nonmatching,Self,1,669,0.669,1,China
10264,29,Self,Friend,Nonmatching,Self,1,472,0.472,1,China
10265,29,Self,Friend,Nonmatching,Self,1,556,0.556,1,China
10266,29,Self,Stranger,Nonmatching,Self,1,518,0.518,1,China
10267,29,Self,Friend,Nonmatching,Self,1,459,0.459,1,China
10268,29,Self,Stranger,Nonmatching,Self,1,488,0.488,1,China
10269,29,Self,Friend,Nonmatching,Self,1,631,0.631,0,China
10270,29,Self,Stranger,Nonmatching,Self,1,489,0.489,0,China
10271,29,Self,Stranger,Nonmatching,Self,1,488,0.488,1,China
10272,29,Self,Friend,Nonmatching,Self,1,430,0.43,0,China
10273,29,Self,Friend,Nonmatching,Self,1,404,0.404,1,China
10274,29,Self,Stranger,Nonmatching,Self,1,575,0.575,1,China
10275,29,Self,Friend,Nonmatching,Self,1,715,0.715,1,China
10276,29,Self,Stranger,Nonmatching,Self,1,619,0.619,1,China
10277,29,Self,Stranger,Nonmatching,Self,1,459,0.459,1,China
10278,29,Self,Friend,Nonmatching,Self,1,559,0.559,1,China
10279,29,Self,Stranger,Nonmatching,Self,1,620,0.62,1,China
10280,29,Self,Friend,Nonmatching,Self,1,587,0.587,1,China
10281,29,Friend,Self,Nonmatching,Close,1,NA,NA,NA,China
10282,29,Friend,Stranger,Nonmatching,Close,1,NA,NA,NA,China
10283,29,Friend,Self,Nonmatching,Close,1,NA,NA,NA,China
10284,29,Friend,Stranger,Nonmatching,Close,1,NA,NA,NA,China
10285,29,Friend,Stranger,Nonmatching,Close,1,NA,NA,NA,China
10286,29,Friend,Self,Nonmatching,Close,1,NA,NA,NA,China
10287,29,Friend,Stranger,Nonmatching,Close,1,NA,NA,NA,China
10288,29,Friend,Self,Nonmatching,Close,1,NA,NA,NA,China
10289,29,Friend,Stranger,Nonmatching,Close,1,NA,NA,NA,China
10290,29,Friend,Self,Nonmatching,Close,1,NA,NA,NA,China
10291,29,Friend,Stranger,Nonmatching,Close,1,NA,NA,NA,China
10292,29,Friend,Self,Nonmatching,Close,1,NA,NA,NA,China
10293,29,Friend,Stranger,Nonmatching,Close,1,NA,NA,NA,China
10294,29,Friend,Self,Nonmatching,Close,1,NA,NA,NA,China
10295,29,Friend,Stranger,Nonmatching,Close,1,NA,NA,NA,China
10296,29,Friend,Self,Nonmatching,Close,1,NA,NA,NA,China
10297,29,Friend,Self,Nonmatching,Close,1,NA,NA,NA,China
10298,29,Friend,Stranger,Nonmatching,Close,1,NA,NA,NA,China
10299,29,Friend,Stranger,Nonmatching,Close,1,NA,NA,NA,China
10300,29,Friend,Self,Nonmatching,Close,1,NA,NA,NA,China
10301,29,Friend,Self,Nonmatching,Close,1,360,0.36,1,China
10302,29,Friend,Stranger,Nonmatching,Close,1,542,0.542,1,China
10303,29,Friend,Stranger,Nonmatching,Close,1,493,0.493,1,China
10304,29,Friend,Self,Nonmatching,Close,1,534,0.534,1,China
10305,29,Friend,Stranger,Nonmatching,Close,1,637,0.637,1,China
10306,29,Friend,Self,Nonmatching,Close,1,584,0.584,1,China
10307,29,Friend,Self,Nonmatching,Close,1,498,0.498,0,China
10308,29,Friend,Stranger,Nonmatching,Close,1,0,0,0,China
10309,29,Friend,Stranger,Nonmatching,Close,1,638,0.638,1,China
10310,29,Friend,Self,Nonmatching,Close,1,452,0.452,0,China
10311,29,Friend,Stranger,Nonmatching,Close,1,453,0.453,0,China
10312,29,Friend,Self,Nonmatching,Close,1,589,0.589,1,China
10313,29,Friend,Self,Nonmatching,Close,1,583,0.583,1,China
10314,29,Friend,Stranger,Nonmatching,Close,1,569,0.569,1,China
10315,29,Friend,Self,Nonmatching,Close,1,384,0.384,0,China
10316,29,Friend,Stranger,Nonmatching,Close,1,708,0.708,1,China
10317,29,Friend,Stranger,Nonmatching,Close,1,654,0.654,1,China
10318,29,Friend,Self,Nonmatching,Close,1,602,0.602,1,China
10319,29,Friend,Stranger,Nonmatching,Close,1,584,0.584,1,China
10320,29,Friend,Self,Nonmatching,Close,1,675,0.675,1,China
10321,29,Friend,Stranger,Nonmatching,Close,1,505,0.505,1,China
10322,29,Friend,Self,Nonmatching,Close,1,645,0.645,1,China
10323,29,Friend,Stranger,Nonmatching,Close,1,482,0.482,1,China
10324,29,Friend,Self,Nonmatching,Close,1,563,0.563,1,China
10325,29,Friend,Stranger,Nonmatching,Close,1,675,0.675,1,China
10326,29,Friend,Self,Nonmatching,Close,1,571,0.571,1,China
10327,29,Friend,Stranger,Nonmatching,Close,1,663,0.663,1,China
10328,29,Friend,Self,Nonmatching,Close,1,549,0.549,0,China
10329,29,Friend,Self,Nonmatching,Close,1,804,0.804,1,China
10330,29,Friend,Stranger,Nonmatching,Close,1,477,0.477,0,China
10331,29,Friend,Self,Nonmatching,Close,1,750,0.75,0,China
10332,29,Friend,Stranger,Nonmatching,Close,1,547,0.547,1,China
10333,29,Friend,Self,Nonmatching,Close,1,760,0.76,1,China
10334,29,Friend,Stranger,Nonmatching,Close,1,693,0.693,1,China
10335,29,Friend,Self,Nonmatching,Close,1,489,0.489,0,China
10336,29,Friend,Stranger,Nonmatching,Close,1,537,0.537,1,China
10337,29,Friend,Stranger,Nonmatching,Close,1,567,0.567,1,China
10338,29,Friend,Self,Nonmatching,Close,1,534,0.534,1,China
10339,29,Friend,Stranger,Nonmatching,Close,1,641,0.641,1,China
10340,29,Friend,Self,Nonmatching,Close,1,477,0.477,1,China
10341,29,Friend,Self,Nonmatching,Close,1,502,0.502,1,China
10342,29,Friend,Stranger,Nonmatching,Close,1,502,0.502,1,China
10343,29,Friend,Self,Nonmatching,Close,1,490,0.49,1,China
10344,29,Friend,Stranger,Nonmatching,Close,1,495,0.495,1,China
10345,29,Friend,Self,Nonmatching,Close,1,580,0.58,1,China
10346,29,Friend,Stranger,Nonmatching,Close,1,464,0.464,1,China
10347,29,Friend,Self,Nonmatching,Close,1,556,0.556,1,China
10348,29,Friend,Stranger,Nonmatching,Close,1,869,0.869,1,China
10349,29,Friend,Stranger,Nonmatching,Close,1,556,0.556,1,China
10350,29,Friend,Self,Nonmatching,Close,1,624,0.624,1,China
10351,29,Friend,Self,Nonmatching,Close,1,443,0.443,1,China
10352,29,Friend,Stranger,Nonmatching,Close,1,465,0.465,1,China
10353,29,Friend,Self,Nonmatching,Close,1,638,0.638,1,China
10354,29,Friend,Stranger,Nonmatching,Close,1,698,0.698,1,China
10355,29,Friend,Stranger,Nonmatching,Close,1,638,0.638,1,China
10356,29,Friend,Self,Nonmatching,Close,1,508,0.508,1,China
10357,29,Friend,Self,Nonmatching,Close,1,434,0.434,0,China
10358,29,Friend,Stranger,Nonmatching,Close,1,463,0.463,1,China
10359,29,Friend,Self,Nonmatching,Close,1,513,0.513,0,China
10360,29,Friend,Stranger,Nonmatching,Close,1,284,0.284,0,China
10361,29,Stranger,Friend,Nonmatching,Stranger,1,NA,NA,NA,China
10362,29,Stranger,Self,Nonmatching,Stranger,1,NA,NA,NA,China
10363,29,Stranger,Friend,Nonmatching,Stranger,1,NA,NA,NA,China
10364,29,Stranger,Self,Nonmatching,Stranger,1,NA,NA,NA,China
10365,29,Stranger,Friend,Nonmatching,Stranger,1,NA,NA,NA,China
10366,29,Stranger,Self,Nonmatching,Stranger,1,NA,NA,NA,China
10367,29,Stranger,Friend,Nonmatching,Stranger,1,NA,NA,NA,China
10368,29,Stranger,Self,Nonmatching,Stranger,1,NA,NA,NA,China
10369,29,Stranger,Self,Nonmatching,Stranger,1,NA,NA,NA,China
10370,29,Stranger,Friend,Nonmatching,Stranger,1,NA,NA,NA,China
10371,29,Stranger,Self,Nonmatching,Stranger,1,NA,NA,NA,China
10372,29,Stranger,Friend,Nonmatching,Stranger,1,NA,NA,NA,China
10373,29,Stranger,Self,Nonmatching,Stranger,1,NA,NA,NA,China
10374,29,Stranger,Friend,Nonmatching,Stranger,1,NA,NA,NA,China
10375,29,Stranger,Self,Nonmatching,Stranger,1,NA,NA,NA,China
10376,29,Stranger,Friend,Nonmatching,Stranger,1,NA,NA,NA,China
10377,29,Stranger,Friend,Nonmatching,Stranger,1,NA,NA,NA,China
10378,29,Stranger,Self,Nonmatching,Stranger,1,NA,NA,NA,China
10379,29,Stranger,Friend,Nonmatching,Stranger,1,NA,NA,NA,China
10380,29,Stranger,Self,Nonmatching,Stranger,1,NA,NA,NA,China
10381,29,Stranger,Self,Nonmatching,Stranger,1,320,0.32,0,China
10382,29,Stranger,Friend,Nonmatching,Stranger,1,242,0.242,0,China
10383,29,Stranger,Friend,Nonmatching,Stranger,1,871,0.871,1,China
10384,29,Stranger,Self,Nonmatching,Stranger,1,722,0.722,1,China
10385,29,Stranger,Self,Nonmatching,Stranger,1,743,0.743,1,China
10386,29,Stranger,Friend,Nonmatching,Stranger,1,682,0.682,1,China
10387,29,Stranger,Friend,Nonmatching,Stranger,1,528,0.528,1,China
10388,29,Stranger,Self,Nonmatching,Stranger,1,559,0.559,1,China
10389,29,Stranger,Self,Nonmatching,Stranger,1,794,0.794,1,China
10390,29,Stranger,Friend,Nonmatching,Stranger,1,519,0.519,1,China
10391,29,Stranger,Self,Nonmatching,Stranger,1,595,0.595,1,China
10392,29,Stranger,Friend,Nonmatching,Stranger,1,503,0.503,1,China
10393,29,Stranger,Self,Nonmatching,Stranger,1,648,0.648,0,China
10394,29,Stranger,Friend,Nonmatching,Stranger,1,346,0.346,0,China
10395,29,Stranger,Friend,Nonmatching,Stranger,1,625,0.625,1,China
10396,29,Stranger,Self,Nonmatching,Stranger,1,542,0.542,1,China
10397,29,Stranger,Friend,Nonmatching,Stranger,1,590,0.59,1,China
10398,29,Stranger,Self,Nonmatching,Stranger,1,614,0.614,1,China
10399,29,Stranger,Self,Nonmatching,Stranger,1,530,0.53,1,China
10400,29,Stranger,Friend,Nonmatching,Stranger,1,761,0.761,1,China
10401,29,Stranger,Friend,Nonmatching,Stranger,1,521,0.521,1,China
10402,29,Stranger,Self,Nonmatching,Stranger,1,382,0.382,1,China
10403,29,Stranger,Friend,Nonmatching,Stranger,1,673,0.673,1,China
10404,29,Stranger,Self,Nonmatching,Stranger,1,700,0.7,1,China
10405,29,Stranger,Friend,Nonmatching,Stranger,1,812,0.812,1,China
10406,29,Stranger,Self,Nonmatching,Stranger,1,859,0.859,1,China
10407,29,Stranger,Self,Nonmatching,Stranger,1,705,0.705,0,China
10408,29,Stranger,Friend,Nonmatching,Stranger,1,601,0.601,1,China
10409,29,Stranger,Self,Nonmatching,Stranger,1,633,0.633,1,China
10410,29,Stranger,Friend,Nonmatching,Stranger,1,567,0.567,1,China
10411,29,Stranger,Friend,Nonmatching,Stranger,1,640,0.64,1,China
10412,29,Stranger,Self,Nonmatching,Stranger,1,529,0.529,1,China
10413,29,Stranger,Friend,Nonmatching,Stranger,1,716,0.716,1,China
10414,29,Stranger,Self,Nonmatching,Stranger,1,658,0.658,1,China
10415,29,Stranger,Self,Nonmatching,Stranger,1,675,0.675,1,China
10416,29,Stranger,Friend,Nonmatching,Stranger,1,574,0.574,1,China
10417,29,Stranger,Self,Nonmatching,Stranger,1,543,0.543,1,China
10418,29,Stranger,Friend,Nonmatching,Stranger,1,435,0.435,1,China
10419,29,Stranger,Self,Nonmatching,Stranger,1,535,0.535,1,China
10420,29,Stranger,Friend,Nonmatching,Stranger,1,607,0.607,1,China
10421,29,Stranger,Friend,Nonmatching,Stranger,1,527,0.527,1,China
10422,29,Stranger,Self,Nonmatching,Stranger,1,566,0.566,1,China
10423,29,Stranger,Self,Nonmatching,Stranger,1,473,0.473,1,China
10424,29,Stranger,Friend,Nonmatching,Stranger,1,522,0.522,1,China
10425,29,Stranger,Self,Nonmatching,Stranger,1,828,0.828,1,China
10426,29,Stranger,Friend,Nonmatching,Stranger,1,536,0.536,1,China
10427,29,Stranger,Friend,Nonmatching,Stranger,1,537,0.537,1,China
10428,29,Stranger,Self,Nonmatching,Stranger,1,493,0.493,1,China
10429,29,Stranger,Self,Nonmatching,Stranger,1,539,0.539,1,China
10430,29,Stranger,Friend,Nonmatching,Stranger,1,526,0.526,1,China
10431,29,Stranger,Self,Nonmatching,Stranger,1,505,0.505,1,China
10432,29,Stranger,Friend,Nonmatching,Stranger,1,511,0.511,1,China
10433,29,Stranger,Friend,Nonmatching,Stranger,1,507,0.507,1,China
10434,29,Stranger,Self,Nonmatching,Stranger,1,471,0.471,1,China
10435,29,Stranger,Friend,Nonmatching,Stranger,1,647,0.647,1,China
10436,29,Stranger,Self,Nonmatching,Stranger,1,512,0.512,1,China
10437,29,Stranger,Friend,Nonmatching,Stranger,1,594,0.594,1,China
10438,29,Stranger,Self,Nonmatching,Stranger,1,560,0.56,1,China
10439,29,Stranger,Friend,Nonmatching,Stranger,1,660,0.66,1,China
10440,29,Stranger,Self,Nonmatching,Stranger,1,782,0.782,1,China
10441,30,Self,Friend,Matching,Self,2,NA,NA,NA,China
10442,30,Self,Stranger,Matching,Self,2,NA,NA,NA,China
10443,30,Self,Stranger,Matching,Self,2,NA,NA,NA,China
10444,30,Self,Friend,Matching,Self,2,NA,NA,NA,China
10445,30,Self,Stranger,Matching,Self,2,697,0.697,1,China
10446,30,Self,Friend,Matching,Self,2,0,0,0,China
10447,30,Self,Friend,Matching,Self,2,553,0.553,1,China
10448,30,Self,Stranger,Matching,Self,2,620,0.62,1,China
