,Subject,Word,Shape,Matching,Origin_Identity,English_Identity,Identity,RT_ms,RT_sec,ACC,Country
651,4,YOU,Friend,Nonmatching,Friend,Friend,Close,960,0.96,1,United Kingdom
652,4,YOU,Friend,Nonmatching,Friend,Friend,Close,745,0.745,1,United Kingdom
653,4,YOU,Friend,Nonmatching,Friend,Friend,Close,466,0.466,0,United Kingdom
654,4,YOU,Friend,Nonmatching,Friend,Friend,Close,816,0.816,1,United Kingdom
655,4,YOU,Friend,Nonmatching,Friend,Friend,Close,663,0.663,1,United Kingdom
656,4,YOU,Friend,Nonmatching,Friend,Friend,Close,580,0.58,1,United Kingdom
657,4,YOU,Friend,Nonmatching,Friend,Friend,Close,588,0.588,1,United Kingdom
658,4,YOU,Friend,Nonmatching,Friend,Friend,Close,502,0.502,1,United Kingdom
659,4,YOU,Friend,Nonmatching,Friend,Friend,Close,598,0.598,1,United Kingdom
660,4,YOU,Friend,Nonmatching,Friend,Friend,Close,988,0.988,1,United Kingdom
661,4,YOU,Friend,Nonmatching,Friend,Friend,Close,598,0.598,0,United Kingdom
662,4,YOU,Friend,Nonmatching,Friend,Friend,Close,642,0.642,1,United Kingdom
663,4,YOU,Friend,Nonmatching,Friend,Friend,Close,601,0.601,1,United Kingdom
664,4,YOU,Friend,Nonmatching,Friend,Friend,Close,614,0.614,1,United Kingdom
665,4,YOU,Friend,Nonmatching,Friend,Friend,Close,485,0.485,1,United Kingdom
666,4,YOU,Friend,Nonmatching,Friend,Friend,Close,520,0.52,1,United Kingdom
667,4,YOU,Friend,Nonmatching,Friend,Friend,Close,427,0.427,0,United Kingdom
668,4,YOU,Friend,Nonmatching,Friend,Friend,Close,597,0.597,1,United Kingdom
669,4,YOU,Friend,Nonmatching,Friend,Friend,Close,390,0.39,1,United Kingdom
670,4,YOU,Friend,Nonmatching,Friend,Friend,Close,443,0.443,0,United Kingdom
671,4,YOU,Friend,Nonmatching,Friend,Friend,Close,749,0.749,1,United Kingdom
672,4,YOU,Friend,Nonmatching,Friend,Friend,Close,465,0.465,1,United Kingdom
673,4,YOU,Friend,Nonmatching,Friend,Friend,Close,490,0.49,1,United Kingdom
674,4,YOU,Friend,Nonmatching,Friend,Friend,Close,675,0.675,1,United Kingdom
675,4,YOU,Friend,Nonmatching,Friend,Friend,Close,510,0.51,1,United Kingdom
676,4,YOU,Friend,Nonmatching,Friend,Friend,Close,583,0.583,0,United Kingdom
677,4,YOU,Friend,Nonmatching,Friend,Friend,Close,567,0.567,1,United Kingdom
678,4,YOU,Friend,Nonmatching,Friend,Friend,Close,742,0.742,1,United Kingdom
679,4,YOU,Friend,Nonmatching,Friend,Friend,Close,499,0.499,1,United Kingdom
680,4,YOU,Friend,Nonmatching,Friend,Friend,Close,691,0.691,1,United Kingdom
681,4,YOU,Friend,Nonmatching,Friend,Friend,Close,632,0.632,1,United Kingdom
682,4,YOU,Friend,Nonmatching,Friend,Friend,Close,688,0.688,1,United Kingdom
683,4,YOU,Friend,Nonmatching,Friend,Friend,Close,615,0.615,1,United Kingdom
684,4,YOU,Friend,Nonmatching,Friend,Friend,Close,599,0.599,1,United Kingdom
685,4,YOU,Friend,Nonmatching,Friend,Friend,Close,622,0.622,1,United Kingdom
686,4,YOU,Friend,Nonmatching,Friend,Friend,Close,948,0.948,0,United Kingdom
687,4,YOU,Friend,Nonmatching,Friend,Friend,Close,836,0.836,1,United Kingdom
688,4,YOU,Friend,Nonmatching,Friend,Friend,Close,713,0.713,1,United Kingdom
689,4,YOU,Friend,Nonmatching,Friend,Friend,Close,724,0.724,1,United Kingdom
690,4,YOU,Friend,Nonmatching,Friend,Friend,Close,599,0.599,1,United Kingdom
691,4,FRIEND,Self,Nonmatching,Self,Self,Self,957,0.957,1,United Kingdom
692,4,FRIEND,Self,Nonmatching,Self,Self,Self,1022,1.022,1,United Kingdom
693,4,FRIEND,Self,Nonmatching,Self,Self,Self,869,0.869,1,United Kingdom
694,4,FRIEND,Self,Nonmatching,Self,Self,Self,902,0.902,1,United Kingdom
695,4,FRIEND,Self,Nonmatching,Self,Self,Self,805,0.805,1,United Kingdom
696,4,FRIEND,Self,Nonmatching,Self,Self,Self,844,0.844,1,United Kingdom
697,4,FRIEND,Self,Nonmatching,Self,Self,Self,773,0.773,1,United Kingdom
698,4,FRIEND,Self,Nonmatching,Self,Self,Self,606,0.606,1,United Kingdom
699,4,FRIEND,Self,Nonmatching,Self,Self,Self,754,0.754,1,United Kingdom
700,4,FRIEND,Self,Nonmatching,Self,Self,Self,567,0.567,1,United Kingdom
701,4,FRIEND,Self,Nonmatching,Self,Self,Self,613,0.613,1,United Kingdom
702,4,FRIEND,Self,Nonmatching,Self,Self,Self,793,0.793,1,United Kingdom
703,4,FRIEND,Self,Nonmatching,Self,Self,Self,540,0.54,1,United Kingdom
704,4,FRIEND,Self,Nonmatching,Self,Self,Self,599,0.599,1,United Kingdom
705,4,FRIEND,Self,Nonmatching,Self,Self,Self,919,0.919,0,United Kingdom
706,4,FRIEND,Self,Nonmatching,Self,Self,Self,520,0.52,0,United Kingdom
707,4,FRIEND,Self,Nonmatching,Self,Self,Self,594,0.594,1,United Kingdom
708,4,FRIEND,Self,Nonmatching,Self,Self,Self,580,0.58,1,United Kingdom
709,4,FRIEND,Self,Nonmatching,Self,Self,Self,578,0.578,1,United Kingdom
710,4,FRIEND,Self,Nonmatching,Self,Self,Self,553,0.553,1,United Kingdom
711,4,FRIEND,Self,Nonmatching,Self,Self,Self,842,0.842,1,United Kingdom
712,4,FRIEND,Self,Nonmatching,Self,Self,Self,855,0.855,1,United Kingdom
713,4,FRIEND,Self,Nonmatching,Self,Self,Self,590,0.59,1,United Kingdom
714,4,FRIEND,Self,Nonmatching,Self,Self,Self,876,0.876,1,United Kingdom
715,4,FRIEND,Self,Nonmatching,Self,Self,Self,546,0.546,1,United Kingdom
716,4,FRIEND,Self,Nonmatching,Self,Self,Self,999,0.999,1,United Kingdom
717,4,FRIEND,Self,Nonmatching,Self,Self,Self,757,0.757,1,United Kingdom
718,4,FRIEND,Self,Nonmatching,Self,Self,Self,953,0.953,1,United Kingdom
719,4,FRIEND,Self,Nonmatching,Self,Self,Self,438,0.438,1,United Kingdom
720,4,FRIEND,Self,Nonmatching,Self,Self,Self,650,0.65,0,United Kingdom
721,4,FRIEND,Self,Nonmatching,Self,Self,Self,809,0.809,1,United Kingdom
722,4,FRIEND,Self,Nonmatching,Self,Self,Self,620,0.62,1,United Kingdom
723,4,FRIEND,Self,Nonmatching,Self,Self,Self,532,0.532,1,United Kingdom
724,4,FRIEND,Self,Nonmatching,Self,Self,Self,491,0.491,1,United Kingdom
725,4,FRIEND,Self,Nonmatching,Self,Self,Self,551,0.551,1,United Kingdom
726,4,FRIEND,Self,Nonmatching,Self,Self,Self,621,0.621,1,United Kingdom
727,4,FRIEND,Self,Nonmatching,Self,Self,Self,507,0.507,1,United Kingdom
728,4,FRIEND,Self,Nonmatching,Self,Self,Self,502,0.502,1,United Kingdom
729,4,FRIEND,Self,Nonmatching,Self,Self,Self,541,0.541,1,United Kingdom
730,4,FRIEND,Self,Nonmatching,Self,Self,Self,678,0.678,1,United Kingdom
731,4,FRIEND,Self,Nonmatching,Self,Self,Self,905,0.905,1,United Kingdom
732,4,FRIEND,Self,Nonmatching,Self,Self,Self,637,0.637,1,United Kingdom
733,4,FRIEND,Self,Nonmatching,Self,Self,Self,957,0.957,1,United Kingdom
734,4,FRIEND,Self,Nonmatching,Self,Self,Self,634,0.634,1,United Kingdom
735,4,FRIEND,Self,Nonmatching,Self,Self,Self,1004,1.004,1,United Kingdom
736,4,FRIEND,Self,Nonmatching,Self,Self,Self,634,0.634,1,United Kingdom
737,4,FRIEND,Self,Nonmatching,Self,Self,Self,561,0.561,1,United Kingdom
738,5,FRIEND,Friend,Matching,Friend,Friend,Close,1019,1.019,0,United Kingdom
739,5,FRIEND,Friend,Matching,Friend,Friend,Close,798,0.798,1,United Kingdom
740,5,FRIEND,Friend,Matching,Friend,Friend,Close,947,0.947,1,United Kingdom
741,5,FRIEND,Friend,Matching,Friend,Friend,Close,1134,1.134,1,United Kingdom
742,5,FRIEND,Friend,Matching,Friend,Friend,Close,751,0.751,1,United Kingdom
743,5,FRIEND,Friend,Matching,Friend,Friend,Close,967,0.967,0,United Kingdom
744,5,FRIEND,Friend,Matching,Friend,Friend,Close,1135,1.135,1,United Kingdom
745,5,FRIEND,Friend,Matching,Friend,Friend,Close,728,0.728,1,United Kingdom
746,5,FRIEND,Friend,Matching,Friend,Friend,Close,591,0.591,1,United Kingdom
747,5,FRIEND,Friend,Matching,Friend,Friend,Close,478,0.478,0,United Kingdom
748,5,FRIEND,Friend,Matching,Friend,Friend,Close,795,0.795,1,United Kingdom
749,5,FRIEND,Friend,Matching,Friend,Friend,Close,935,0.935,0,United Kingdom
750,5,FRIEND,Friend,Matching,Friend,Friend,Close,978,0.978,1,United Kingdom
751,5,FRIEND,Friend,Matching,Friend,Friend,Close,570,0.57,1,United Kingdom
752,5,FRIEND,Friend,Matching,Friend,Friend,Close,1011,1.011,1,United Kingdom
753,5,FRIEND,Friend,Matching,Friend,Friend,Close,693,0.693,0,United Kingdom
754,5,FRIEND,Friend,Matching,Friend,Friend,Close,682,0.682,0,United Kingdom
755,5,FRIEND,Friend,Matching,Friend,Friend,Close,601,0.601,1,United Kingdom
756,5,FRIEND,Friend,Matching,Friend,Friend,Close,1039,1.039,1,United Kingdom
757,5,FRIEND,Friend,Matching,Friend,Friend,Close,759,0.759,1,United Kingdom
758,5,FRIEND,Friend,Matching,Friend,Friend,Close,911,0.911,0,United Kingdom
759,5,FRIEND,Friend,Matching,Friend,Friend,Close,665,0.665,1,United Kingdom
760,5,FRIEND,Friend,Matching,Friend,Friend,Close,664,0.664,1,United Kingdom
761,5,FRIEND,Friend,Matching,Friend,Friend,Close,502,0.502,1,United Kingdom
762,5,FRIEND,Friend,Matching,Friend,Friend,Close,504,0.504,1,United Kingdom
763,5,FRIEND,Friend,Matching,Friend,Friend,Close,490,0.49,1,United Kingdom
764,5,FRIEND,Friend,Matching,Friend,Friend,Close,627,0.627,0,United Kingdom
765,5,FRIEND,Friend,Matching,Friend,Friend,Close,626,0.626,1,United Kingdom
766,5,FRIEND,Friend,Matching,Friend,Friend,Close,655,0.655,0,United Kingdom
767,5,FRIEND,Friend,Matching,Friend,Friend,Close,540,0.54,0,United Kingdom
768,5,FRIEND,Friend,Matching,Friend,Friend,Close,543,0.543,0,United Kingdom
769,5,FRIEND,Friend,Matching,Friend,Friend,Close,621,0.621,0,United Kingdom
770,5,FRIEND,Friend,Matching,Friend,Friend,Close,744,0.744,0,United Kingdom
771,5,FRIEND,Friend,Matching,Friend,Friend,Close,1018,1.018,1,United Kingdom
772,5,FRIEND,Friend,Matching,Friend,Friend,Close,826,0.826,1,United Kingdom
773,5,FRIEND,Friend,Matching,Friend,Friend,Close,490,0.49,1,United Kingdom
774,5,FRIEND,Friend,Matching,Friend,Friend,Close,805,0.805,1,United Kingdom
775,5,YOU,Self,Matching,Self,Self,Self,676,0.676,1,United Kingdom
776,5,YOU,Self,Matching,Self,Self,Self,627,0.627,1,United Kingdom
777,5,YOU,Self,Matching,Self,Self,Self,661,0.661,1,United Kingdom
778,5,YOU,Self,Matching,Self,Self,Self,1080,1.08,1,United Kingdom
779,5,YOU,Self,Matching,Self,Self,Self,716,0.716,1,United Kingdom
780,5,YOU,Self,Matching,Self,Self,Self,497,0.497,1,United Kingdom
781,5,YOU,Self,Matching,Self,Self,Self,832,0.832,1,United Kingdom
782,5,YOU,Self,Matching,Self,Self,Self,753,0.753,1,United Kingdom
783,5,YOU,Self,Matching,Self,Self,Self,930,0.93,1,United Kingdom
784,5,YOU,Self,Matching,Self,Self,Self,644,0.644,1,United Kingdom
785,5,YOU,Self,Matching,Self,Self,Self,479,0.479,1,United Kingdom
786,5,YOU,Self,Matching,Self,Self,Self,421,0.421,1,United Kingdom
787,5,YOU,Self,Matching,Self,Self,Self,773,0.773,1,United Kingdom
788,5,YOU,Self,Matching,Self,Self,Self,517,0.517,1,United Kingdom
789,5,YOU,Self,Matching,Self,Self,Self,619,0.619,1,United Kingdom
790,5,YOU,Self,Matching,Self,Self,Self,918,0.918,1,United Kingdom
791,5,YOU,Self,Matching,Self,Self,Self,612,0.612,1,United Kingdom
792,5,YOU,Self,Matching,Self,Self,Self,531,0.531,1,United Kingdom
793,5,YOU,Self,Matching,Self,Self,Self,792,0.792,1,United Kingdom
794,5,YOU,Self,Matching,Self,Self,Self,482,0.482,1,United Kingdom
795,5,YOU,Self,Matching,Self,Self,Self,932,0.932,1,United Kingdom
796,5,YOU,Self,Matching,Self,Self,Self,903,0.903,0,United Kingdom
797,5,YOU,Self,Matching,Self,Self,Self,887,0.887,1,United Kingdom
798,5,YOU,Self,Matching,Self,Self,Self,907,0.907,1,United Kingdom
799,5,YOU,Self,Matching,Self,Self,Self,904,0.904,0,United Kingdom
800,5,YOU,Self,Matching,Self,Self,Self,1064,1.064,0,United Kingdom
801,5,YOU,Self,Matching,Self,Self,Self,823,0.823,1,United Kingdom
802,5,YOU,Self,Matching,Self,Self,Self,565,0.565,1,United Kingdom
803,5,YOU,Self,Matching,Self,Self,Self,1175,1.175,1,United Kingdom
804,5,YOU,Self,Matching,Self,Self,Self,809,0.809,1,United Kingdom
805,5,YOU,Self,Matching,Self,Self,Self,456,0.456,1,United Kingdom
806,5,YOU,Self,Matching,Self,Self,Self,729,0.729,1,United Kingdom
807,5,YOU,Self,Matching,Self,Self,Self,696,0.696,1,United Kingdom
808,5,YOU,Self,Matching,Self,Self,Self,702,0.702,0,United Kingdom
809,5,YOU,Self,Matching,Self,Self,Self,804,0.804,1,United Kingdom
810,5,YOU,Self,Matching,Self,Self,Self,598,0.598,0,United Kingdom
811,5,YOU,Self,Matching,Self,Self,Self,495,0.495,1,United Kingdom
812,5,YOU,Self,Matching,Self,Self,Self,474,0.474,1,United Kingdom
813,5,YOU,Self,Matching,Self,Self,Self,567,0.567,1,United Kingdom
814,5,YOU,Self,Matching,Self,Self,Self,377,0.377,1,United Kingdom
815,5,YOU,Self,Matching,Self,Self,Self,423,0.423,1,United Kingdom
816,5,YOU,Self,Matching,Self,Self,Self,917,0.917,0,United Kingdom
817,5,YOU,Friend,Nonmatching,Friend,Friend,Close,1077,1.077,1,United Kingdom
818,5,YOU,Friend,Nonmatching,Friend,Friend,Close,872,0.872,1,United Kingdom
819,5,YOU,Friend,Nonmatching,Friend,Friend,Close,600,0.6,1,United Kingdom
820,5,YOU,Friend,Nonmatching,Friend,Friend,Close,519,0.519,0,United Kingdom
821,5,YOU,Friend,Nonmatching,Friend,Friend,Close,709,0.709,0,United Kingdom
822,5,YOU,Friend,Nonmatching,Friend,Friend,Close,627,0.627,1,United Kingdom
823,5,YOU,Friend,Nonmatching,Friend,Friend,Close,821,0.821,1,United Kingdom
824,5,YOU,Friend,Nonmatching,Friend,Friend,Close,1079,1.079,1,United Kingdom
825,5,YOU,Friend,Nonmatching,Friend,Friend,Close,563,0.563,0,United Kingdom
826,5,YOU,Friend,Nonmatching,Friend,Friend,Close,720,0.72,0,United Kingdom
827,5,YOU,Friend,Nonmatching,Friend,Friend,Close,891,0.891,1,United Kingdom
828,5,YOU,Friend,Nonmatching,Friend,Friend,Close,1035,1.035,1,United Kingdom
829,5,YOU,Friend,Nonmatching,Friend,Friend,Close,694,0.694,1,United Kingdom
830,5,YOU,Friend,Nonmatching,Friend,Friend,Close,514,0.514,0,United Kingdom
831,5,YOU,Friend,Nonmatching,Friend,Friend,Close,744,0.744,1,United Kingdom
832,5,YOU,Friend,Nonmatching,Friend,Friend,Close,496,0.496,0,United Kingdom
833,5,YOU,Friend,Nonmatching,Friend,Friend,Close,720,0.72,0,United Kingdom
834,5,YOU,Friend,Nonmatching,Friend,Friend,Close,866,0.866,0,United Kingdom
835,5,YOU,Friend,Nonmatching,Friend,Friend,Close,851,0.851,1,United Kingdom
836,5,YOU,Friend,Nonmatching,Friend,Friend,Close,1192,1.192,0,United Kingdom
837,5,YOU,Friend,Nonmatching,Friend,Friend,Close,807,0.807,1,United Kingdom
838,5,YOU,Friend,Nonmatching,Friend,Friend,Close,640,0.64,1,United Kingdom
839,5,YOU,Friend,Nonmatching,Friend,Friend,Close,572,0.572,0,United Kingdom
840,5,YOU,Friend,Nonmatching,Friend,Friend,Close,620,0.62,0,United Kingdom
841,5,YOU,Friend,Nonmatching,Friend,Friend,Close,470,0.47,0,United Kingdom
842,5,YOU,Friend,Nonmatching,Friend,Friend,Close,802,0.802,1,United Kingdom
843,5,YOU,Friend,Nonmatching,Friend,Friend,Close,957,0.957,1,United Kingdom
844,5,YOU,Friend,Nonmatching,Friend,Friend,Close,619,0.619,0,United Kingdom
845,5,YOU,Friend,Nonmatching,Friend,Friend,Close,1139,1.139,0,United Kingdom
846,5,YOU,Friend,Nonmatching,Friend,Friend,Close,851,0.851,1,United Kingdom
847,5,YOU,Friend,Nonmatching,Friend,Friend,Close,898,0.898,1,United Kingdom
848,5,YOU,Friend,Nonmatching,Friend,Friend,Close,229,0.229,0,United Kingdom
849,5,YOU,Friend,Nonmatching,Friend,Friend,Close,784,0.784,1,United Kingdom
850,5,YOU,Friend,Nonmatching,Friend,Friend,Close,649,0.649,1,United Kingdom
851,5,YOU,Friend,Nonmatching,Friend,Friend,Close,536,0.536,0,United Kingdom
852,5,YOU,Friend,Nonmatching,Friend,Friend,Close,633,0.633,1,United Kingdom
853,5,YOU,Friend,Nonmatching,Friend,Friend,Close,627,0.627,1,United Kingdom
854,5,YOU,Friend,Nonmatching,Friend,Friend,Close,848,0.848,1,United Kingdom
855,5,YOU,Friend,Nonmatching,Friend,Friend,Close,836,0.836,1,United Kingdom
856,5,FRIEND,Self,Nonmatching,Self,Self,Self,797,0.797,1,United Kingdom
857,5,FRIEND,Self,Nonmatching,Self,Self,Self,785,0.785,1,United Kingdom
858,5,FRIEND,Self,Nonmatching,Self,Self,Self,765,0.765,1,United Kingdom
859,5,FRIEND,Self,Nonmatching,Self,Self,Self,595,0.595,1,United Kingdom
860,5,FRIEND,Self,Nonmatching,Self,Self,Self,972,0.972,1,United Kingdom
861,5,FRIEND,Self,Nonmatching,Self,Self,Self,841,0.841,1,United Kingdom
862,5,FRIEND,Self,Nonmatching,Self,Self,Self,797,0.797,1,United Kingdom
863,5,FRIEND,Self,Nonmatching,Self,Self,Self,818,0.818,1,United Kingdom
864,5,FRIEND,Self,Nonmatching,Self,Self,Self,794,0.794,1,United Kingdom
865,5,FRIEND,Self,Nonmatching,Self,Self,Self,867,0.867,1,United Kingdom
866,5,FRIEND,Self,Nonmatching,Self,Self,Self,1078,1.078,1,United Kingdom
867,5,FRIEND,Self,Nonmatching,Self,Self,Self,753,0.753,1,United Kingdom
868,5,FRIEND,Self,Nonmatching,Self,Self,Self,610,0.61,1,United Kingdom
869,5,FRIEND,Self,Nonmatching,Self,Self,Self,836,0.836,1,United Kingdom
870,5,FRIEND,Self,Nonmatching,Self,Self,Self,445,0.445,0,United Kingdom
871,5,FRIEND,Self,Nonmatching,Self,Self,Self,646,0.646,0,United Kingdom
872,5,FRIEND,Self,Nonmatching,Self,Self,Self,634,0.634,1,United Kingdom
873,5,FRIEND,Self,Nonmatching,Self,Self,Self,658,0.658,1,United Kingdom
874,5,FRIEND,Self,Nonmatching,Self,Self,Self,886,0.886,1,United Kingdom
875,5,FRIEND,Self,Nonmatching,Self,Self,Self,1155,1.155,1,United Kingdom
876,5,FRIEND,Self,Nonmatching,Self,Self,Self,646,0.646,0,United Kingdom
877,5,FRIEND,Self,Nonmatching,Self,Self,Self,651,0.651,1,United Kingdom
878,5,FRIEND,Self,Nonmatching,Self,Self,Self,882,0.882,0,United Kingdom
879,5,FRIEND,Self,Nonmatching,Self,Self,Self,894,0.894,1,United Kingdom
880,5,FRIEND,Self,Nonmatching,Self,Self,Self,644,0.644,1,United Kingdom
881,5,FRIEND,Self,Nonmatching,Self,Self,Self,845,0.845,1,United Kingdom
882,5,FRIEND,Self,Nonmatching,Self,Self,Self,1157,1.157,0,United Kingdom
883,5,FRIEND,Self,Nonmatching,Self,Self,Self,916,0.916,1,United Kingdom
884,5,FRIEND,Self,Nonmatching,Self,Self,Self,940,0.94,0,United Kingdom
885,5,FRIEND,Self,Nonmatching,Self,Self,Self,1035,1.035,1,United Kingdom
886,5,FRIEND,Self,Nonmatching,Self,Self,Self,661,0.661,1,United Kingdom
887,5,FRIEND,Self,Nonmatching,Self,Self,Self,683,0.683,1,United Kingdom
888,5,FRIEND,Self,Nonmatching,Self,Self,Self,841,0.841,1,United Kingdom
889,5,FRIEND,Self,Nonmatching,Self,Self,Self,764,0.764,1,United Kingdom
890,5,FRIEND,Self,Nonmatching,Self,Self,Self,702,0.702,1,United Kingdom
891,5,FRIEND,Self,Nonmatching,Self,Self,Self,1074,1.074,1,United Kingdom
892,5,FRIEND,Self,Nonmatching,Self,Self,Self,988,0.988,1,United Kingdom
893,5,FRIEND,Self,Nonmatching,Self,Self,Self,723,0.723,1,United Kingdom
894,5,FRIEND,Self,Nonmatching,Self,Self,Self,523,0.523,1,United Kingdom
895,5,FRIEND,Self,Nonmatching,Self,Self,Self,777,0.777,1,United Kingdom
896,6,FRIEND,Friend,Matching,Friend,Friend,Close,720,0.72,1,United Kingdom
897,6,FRIEND,Friend,Matching,Friend,Friend,Close,843,0.843,1,United Kingdom
898,6,FRIEND,Friend,Matching,Friend,Friend,Close,776,0.776,1,United Kingdom
899,6,FRIEND,Friend,Matching,Friend,Friend,Close,1112,1.112,1,United Kingdom
900,6,FRIEND,Friend,Matching,Friend,Friend,Close,1050,1.05,1,United Kingdom
901,6,FRIEND,Friend,Matching,Friend,Friend,Close,569,0.569,1,United Kingdom
902,6,FRIEND,Friend,Matching,Friend,Friend,Close,761,0.761,1,United Kingdom
903,6,FRIEND,Friend,Matching,Friend,Friend,Close,661,0.661,1,United Kingdom
904,6,FRIEND,Friend,Matching,Friend,Friend,Close,736,0.736,1,United Kingdom
905,6,FRIEND,Friend,Matching,Friend,Friend,Close,1048,1.048,0,United Kingdom
906,6,FRIEND,Friend,Matching,Friend,Friend,Close,683,0.683,1,United Kingdom
907,6,FRIEND,Friend,Matching,Friend,Friend,Close,837,0.837,1,United Kingdom
908,6,FRIEND,Friend,Matching,Friend,Friend,Close,437,0.437,1,United Kingdom
909,6,FRIEND,Friend,Matching,Friend,Friend,Close,827,0.827,1,United Kingdom
910,6,FRIEND,Friend,Matching,Friend,Friend,Close,729,0.729,1,United Kingdom
911,6,FRIEND,Friend,Matching,Friend,Friend,Close,579,0.579,1,United Kingdom
912,6,FRIEND,Friend,Matching,Friend,Friend,Close,868,0.868,1,United Kingdom
913,6,FRIEND,Friend,Matching,Friend,Friend,Close,815,0.815,1,United Kingdom
914,6,FRIEND,Friend,Matching,Friend,Friend,Close,897,0.897,1,United Kingdom
915,6,FRIEND,Friend,Matching,Friend,Friend,Close,978,0.978,1,United Kingdom
916,6,FRIEND,Friend,Matching,Friend,Friend,Close,869,0.869,1,United Kingdom
917,6,FRIEND,Friend,Matching,Friend,Friend,Close,844,0.844,1,United Kingdom
918,6,FRIEND,Friend,Matching,Friend,Friend,Close,432,0.432,1,United Kingdom
919,6,FRIEND,Friend,Matching,Friend,Friend,Close,823,0.823,1,United Kingdom
920,6,FRIEND,Friend,Matching,Friend,Friend,Close,766,0.766,1,United Kingdom
921,6,FRIEND,Friend,Matching,Friend,Friend,Close,669,0.669,1,United Kingdom
922,6,FRIEND,Friend,Matching,Friend,Friend,Close,747,0.747,1,United Kingdom
923,6,FRIEND,Friend,Matching,Friend,Friend,Close,1026,1.026,1,United Kingdom
924,6,FRIEND,Friend,Matching,Friend,Friend,Close,925,0.925,0,United Kingdom
925,6,FRIEND,Friend,Matching,Friend,Friend,Close,829,0.829,1,United Kingdom
926,6,FRIEND,Friend,Matching,Friend,Friend,Close,955,0.955,1,United Kingdom
927,6,FRIEND,Friend,Matching,Friend,Friend,Close,644,0.644,1,United Kingdom
928,6,FRIEND,Friend,Matching,Friend,Friend,Close,744,0.744,1,United Kingdom
929,6,FRIEND,Friend,Matching,Friend,Friend,Close,643,0.643,1,United Kingdom
930,6,FRIEND,Friend,Matching,Friend,Friend,Close,743,0.743,1,United Kingdom
931,6,FRIEND,Friend,Matching,Friend,Friend,Close,838,0.838,1,United Kingdom
932,6,FRIEND,Friend,Matching,Friend,Friend,Close,899,0.899,1,United Kingdom
933,6,YOU,Self,Matching,Self,Self,Self,795,0.795,1,United Kingdom
934,6,YOU,Self,Matching,Self,Self,Self,913,0.913,0,United Kingdom
935,6,YOU,Self,Matching,Self,Self,Self,558,0.558,1,United Kingdom
936,6,YOU,Self,Matching,Self,Self,Self,795,0.795,1,United Kingdom
937,6,YOU,Self,Matching,Self,Self,Self,524,0.524,1,United Kingdom
938,6,YOU,Self,Matching,Self,Self,Self,429,0.429,1,United Kingdom
939,6,YOU,Self,Matching,Self,Self,Self,501,0.501,1,United Kingdom
940,6,YOU,Self,Matching,Self,Self,Self,667,0.667,1,United Kingdom
941,6,YOU,Self,Matching,Self,Self,Self,629,0.629,1,United Kingdom
942,6,YOU,Self,Matching,Self,Self,Self,651,0.651,1,United Kingdom
943,6,YOU,Self,Matching,Self,Self,Self,606,0.606,1,United Kingdom
944,6,YOU,Self,Matching,Self,Self,Self,830,0.83,1,United Kingdom
945,6,YOU,Self,Matching,Self,Self,Self,815,0.815,1,United Kingdom
946,6,YOU,Self,Matching,Self,Self,Self,1030,1.03,1,United Kingdom
947,6,YOU,Self,Matching,Self,Self,Self,623,0.623,1,United Kingdom
948,6,YOU,Self,Matching,Self,Self,Self,624,0.624,1,United Kingdom
949,6,YOU,Self,Matching,Self,Self,Self,673,0.673,1,United Kingdom
950,6,YOU,Self,Matching,Self,Self,Self,891,0.891,1,United Kingdom
951,6,YOU,Self,Matching,Self,Self,Self,509,0.509,0,United Kingdom
952,6,YOU,Self,Matching,Self,Self,Self,372,0.372,1,United Kingdom
953,6,YOU,Self,Matching,Self,Self,Self,549,0.549,1,United Kingdom
954,6,YOU,Self,Matching,Self,Self,Self,859,0.859,1,United Kingdom
955,6,YOU,Self,Matching,Self,Self,Self,543,0.543,1,United Kingdom
956,6,YOU,Self,Matching,Self,Self,Self,387,0.387,1,United Kingdom
957,6,YOU,Self,Matching,Self,Self,Self,574,0.574,1,United Kingdom
958,6,YOU,Self,Matching,Self,Self,Self,789,0.789,1,United Kingdom
959,6,YOU,Self,Matching,Self,Self,Self,625,0.625,1,United Kingdom
960,6,YOU,Self,Matching,Self,Self,Self,737,0.737,1,United Kingdom
961,6,YOU,Self,Matching,Self,Self,Self,865,0.865,0,United Kingdom
962,6,YOU,Self,Matching,Self,Self,Self,694,0.694,1,United Kingdom
963,6,YOU,Self,Matching,Self,Self,Self,947,0.947,1,United Kingdom
964,6,YOU,Self,Matching,Self,Self,Self,551,0.551,1,United Kingdom
965,6,YOU,Self,Matching,Self,Self,Self,722,0.722,1,United Kingdom
966,6,YOU,Self,Matching,Self,Self,Self,642,0.642,1,United Kingdom
967,6,YOU,Self,Matching,Self,Self,Self,612,0.612,1,United Kingdom
968,6,YOU,Self,Matching,Self,Self,Self,655,0.655,1,United Kingdom
969,6,YOU,Self,Matching,Self,Self,Self,543,0.543,1,United Kingdom
970,6,YOU,Self,Matching,Self,Self,Self,507,0.507,1,United Kingdom
971,6,YOU,Self,Matching,Self,Self,Self,939,0.939,0,United Kingdom
972,6,YOU,Self,Matching,Self,Self,Self,475,0.475,1,United Kingdom
973,6,YOU,Friend,Nonmatching,Friend,Friend,Close,729,0.729,1,United Kingdom
