,Subject,Matching,Label,Response,Identity,RT_ms,RT_sec,ACC,Country
8409,132,Matching,Me,left,Stranger,764,0.764,1,United Kingdom
8410,132,Matching,Me,left,Stranger,1063,1.063,1,United Kingdom
8411,132,Matching,Me,left,Stranger,1522,1.522,1,United Kingdom
8412,132,Matching,Me,left,Stranger,1091,1.091,1,United Kingdom
8413,132,Matching,Stranger,right,Stranger,1757,1.757,1,United Kingdom
8414,132,Matching,Me,left,Stranger,2126,2.126,1,United Kingdom
8415,132,Matching,Stranger,right,Stranger,938,0.938,1,United Kingdom
8416,132,Matching,Stranger,right,Stranger,1030,1.03,1,United Kingdom
8417,132,Nonmatching,Me,right,Self,1910,1.91,1,United Kingdom
8418,132,Nonmatching,Stranger,left,Self,780,0.78,1,United Kingdom
8419,132,Nonmatching,Me,right,Self,1268,1.268,1,United Kingdom
8420,132,Nonmatching,Me,right,Self,1072,1.072,1,United Kingdom
8421,132,Nonmatching,Me,right,Self,1146,1.146,1,United Kingdom
8422,132,Nonmatching,Stranger,left,Self,1248,1.248,1,United Kingdom
8423,132,Nonmatching,Me,right,Self,731,0.731,1,United Kingdom
8424,132,Nonmatching,Stranger,left,Self,926,0.926,1,United Kingdom
8425,132,Nonmatching,Stranger,left,Self,1251,1.251,1,United Kingdom
8426,132,Nonmatching,Me,right,Self,1200,1.2,1,United Kingdom
8427,132,Nonmatching,Me,right,Self,913,0.913,1,United Kingdom
8428,132,Nonmatching,Stranger,left,Self,836,0.836,1,United Kingdom
8429,132,Nonmatching,Stranger,left,Self,1063,1.063,1,United Kingdom
8430,132,Nonmatching,Me,right,Self,733,0.733,1,United Kingdom
8431,132,Nonmatching,Stranger,left,Self,1162,1.162,1,United Kingdom
8432,132,Nonmatching,Stranger,left,Self,1427,1.427,1,United Kingdom
8433,132,Nonmatching,Stranger,right,Stranger,1709,1.709,1,United Kingdom
8434,132,Nonmatching,Me,left,Stranger,1244,1.244,1,United Kingdom
8435,132,Nonmatching,Stranger,right,Stranger,2191,2.191,1,United Kingdom
8436,132,Nonmatching,Stranger,right,Stranger,1045,1.045,1,United Kingdom
8437,132,Nonmatching,Me,right,Stranger,1486,1.486,0,United Kingdom
8438,132,Nonmatching,Stranger,right,Stranger,1097,1.097,1,United Kingdom
8439,132,Nonmatching,Me,left,Stranger,1563,1.563,1,United Kingdom
8440,132,Nonmatching,Stranger,right,Stranger,1288,1.288,1,United Kingdom
8441,132,Nonmatching,Me,left,Stranger,1106,1.106,1,United Kingdom
8442,132,Nonmatching,Me,left,Stranger,957,0.957,1,United Kingdom
8443,132,Nonmatching,Me,left,Stranger,1030,1.03,1,United Kingdom
8444,132,Nonmatching,Me,left,Stranger,2187,2.187,1,United Kingdom
8445,132,Nonmatching,Stranger,right,Stranger,1738,1.738,1,United Kingdom
8446,132,Nonmatching,Stranger,right,Stranger,1792,1.792,1,United Kingdom
8447,132,Nonmatching,Me,left,Stranger,838,0.838,1,United Kingdom
8448,132,Nonmatching,Stranger,right,Stranger,884,0.884,1,United Kingdom
8449,133,Matching,Me,right,Self,599,0.599,1,United Kingdom
8450,133,Matching,Stranger,left,Self,1821,1.821,1,United Kingdom
8451,133,Matching,Me,right,Self,663,0.663,1,United Kingdom
8452,133,Matching,Me,right,Self,1001,1.001,1,United Kingdom
8453,133,Matching,Stranger,left,Self,728,0.728,1,United Kingdom
8454,133,Matching,Me,right,Self,748,0.748,1,United Kingdom
8455,133,Matching,Stranger,left,Self,1000,1,1,United Kingdom
8456,133,Matching,Stranger,left,Self,1671,1.671,1,United Kingdom
8457,133,Matching,Stranger,left,Self,582,0.582,1,United Kingdom
8458,133,Matching,Me,right,Self,679,0.679,1,United Kingdom
8459,133,Matching,Stranger,left,Self,759,0.759,1,United Kingdom
8460,133,Matching,Stranger,left,Self,692,0.692,1,United Kingdom
8461,133,Matching,Me,right,Self,581,0.581,1,United Kingdom
8462,133,Matching,Me,right,Self,639,0.639,1,United Kingdom
8463,133,Matching,Stranger,left,Self,867,0.867,1,United Kingdom
8464,133,Matching,Me,right,Self,698,0.698,1,United Kingdom
8465,133,Matching,Me,right,Stranger,2470,2.47,0,United Kingdom
8466,133,Matching,Me,left,Stranger,557,0.557,1,United Kingdom
8467,133,Matching,Stranger,left,Stranger,431,0.431,0,United Kingdom
8468,133,Matching,Me,left,Stranger,784,0.784,1,United Kingdom
8469,133,Matching,Me,left,Stranger,785,0.785,1,United Kingdom
8470,133,Matching,Stranger,right,Stranger,1511,1.511,1,United Kingdom
8471,133,Matching,Stranger,right,Stranger,728,0.728,1,United Kingdom
8472,133,Matching,Me,left,Stranger,879,0.879,1,United Kingdom
8473,133,Matching,Stranger,right,Stranger,904,0.904,1,United Kingdom
8474,133,Matching,Me,left,Stranger,805,0.805,1,United Kingdom
8475,133,Matching,Me,left,Stranger,733,0.733,1,United Kingdom
8476,133,Matching,Stranger,right,Stranger,578,0.578,1,United Kingdom
8477,133,Matching,Stranger,right,Stranger,1235,1.235,1,United Kingdom
8478,133,Matching,Stranger,right,Stranger,819,0.819,1,United Kingdom
8479,133,Matching,Stranger,right,Stranger,677,0.677,1,United Kingdom
8480,133,Matching,Me,left,Stranger,611,0.611,1,United Kingdom
8481,133,Nonmatching,Me,right,Self,1434,1.434,1,United Kingdom
8482,133,Nonmatching,Stranger,left,Self,803,0.803,1,United Kingdom
8483,133,Nonmatching,Stranger,right,Self,1415,1.415,0,United Kingdom
8484,133,Nonmatching,Me,right,Self,903,0.903,1,United Kingdom
8485,133,Nonmatching,Me,right,Self,712,0.712,1,United Kingdom
8486,133,Nonmatching,Stranger,right,Self,973,0.973,0,United Kingdom
8487,133,Nonmatching,Me,right,Self,526,0.526,1,United Kingdom
8488,133,Nonmatching,Me,right,Self,614,0.614,1,United Kingdom
8489,133,Nonmatching,Stranger,right,Self,949,0.949,0,United Kingdom
8490,133,Nonmatching,Stranger,left,Self,693,0.693,1,United Kingdom
8491,133,Nonmatching,Me,right,Self,536,0.536,1,United Kingdom
8492,133,Nonmatching,Me,right,Self,518,0.518,1,United Kingdom
8493,133,Nonmatching,Stranger,left,Self,894,0.894,1,United Kingdom
8494,133,Nonmatching,Stranger,left,Self,582,0.583,1,United Kingdom
8495,133,Nonmatching,Stranger,left,Self,503,0.503,1,United Kingdom
8496,133,Nonmatching,Me,right,Self,486,0.486,1,United Kingdom
8497,133,Nonmatching,Me,left,Stranger,2042,2.042,1,United Kingdom
8498,133,Nonmatching,Me,left,Stranger,1338,1.338,1,United Kingdom
8499,133,Nonmatching,Me,right,Stranger,1346,1.346,0,United Kingdom
8500,133,Nonmatching,Stranger,left,Stranger,816,0.816,0,United Kingdom
8501,133,Nonmatching,Me,left,Stranger,845,0.845,1,United Kingdom
8502,133,Nonmatching,Stranger,right,Stranger,874,0.874,1,United Kingdom
8503,133,Nonmatching,Stranger,right,Stranger,832,0.832,1,United Kingdom
8504,133,Nonmatching,Stranger,right,Stranger,1300,1.3,1,United Kingdom
8505,133,Nonmatching,Me,left,Stranger,2126,2.126,1,United Kingdom
8506,133,Nonmatching,Me,left,Stranger,660,0.66,1,United Kingdom
8507,133,Nonmatching,Me,left,Stranger,900,0.899,1,United Kingdom
8508,133,Nonmatching,Stranger,right,Stranger,2549,2.549,1,United Kingdom
8509,133,Nonmatching,Stranger,right,Stranger,733,0.733,1,United Kingdom
8510,133,Nonmatching,Me,left,Stranger,1025,1.025,1,United Kingdom
8511,133,Nonmatching,Stranger,right,Stranger,830,0.83,1,United Kingdom
8512,133,Nonmatching,Stranger,right,Stranger,477,0.477,1,United Kingdom
8513,134,Matching,Stranger,left,Self,2889,2.889,1,United Kingdom
8514,134,Matching,Stranger,right,Self,1311,1.311,0,United Kingdom
8515,134,Matching,Me,right,Self,1322,1.322,1,United Kingdom
8516,134,Matching,Stranger,left,Self,1200,1.2,1,United Kingdom
8517,134,Matching,Me,right,Self,960,0.96,1,United Kingdom
8518,134,Matching,Me,right,Self,719,0.719,1,United Kingdom
8519,134,Matching,Stranger,left,Self,1618,1.618,1,United Kingdom
8520,134,Matching,Stranger,right,Self,1494,1.494,0,United Kingdom
8521,134,Matching,Me,left,Self,927,0.927,0,United Kingdom
8522,134,Matching,Stranger,right,Self,1459,1.459,0,United Kingdom
8523,134,Matching,Me,right,Self,1991,1.991,1,United Kingdom
8524,134,Matching,Me,right,Self,1388,1.388,1,United Kingdom
8525,134,Matching,Me,right,Self,723,0.723,1,United Kingdom
8526,134,Matching,Stranger,right,Self,2128,2.128,0,United Kingdom
8527,134,Matching,Stranger,left,Self,806,0.806,1,United Kingdom
8528,134,Matching,Me,right,Self,1452,1.452,1,United Kingdom
8529,134,Matching,Me,right,Stranger,148,0.148,0,United Kingdom
8530,134,Matching,Me,left,Stranger,1300,1.3,1,United Kingdom
8531,134,Matching,Stranger,right,Stranger,708,0.708,1,United Kingdom
8532,134,Matching,Stranger,left,Stranger,1122,1.122,0,United Kingdom
8533,134,Matching,Me,left,Stranger,1237,1.237,1,United Kingdom
8534,134,Matching,Me,left,Stranger,1042,1.042,1,United Kingdom
8535,134,Matching,Me,right,Stranger,2217,2.217,0,United Kingdom
8536,134,Matching,Stranger,left,Stranger,2921,2.921,0,United Kingdom
8537,134,Matching,Stranger,right,Stranger,1241,1.241,1,United Kingdom
8538,134,Matching,Stranger,left,Stranger,2093,2.093,0,United Kingdom
8539,134,Matching,Me,left,Stranger,1164,1.164,1,United Kingdom
8540,134,Matching,Stranger,left,Stranger,2143,2.143,0,United Kingdom
8541,134,Matching,Me,right,Stranger,668,0.668,0,United Kingdom
8542,134,Matching,Me,right,Stranger,700,0.701,0,United Kingdom
8543,134,Matching,Stranger,right,Stranger,835,0.835,1,United Kingdom
8544,134,Matching,Stranger,right,Stranger,1582,1.582,1,United Kingdom
8545,134,Nonmatching,Me,left,Self,1480,1.48,0,United Kingdom
8546,134,Nonmatching,Stranger,right,Self,1417,1.417,0,United Kingdom
8547,134,Nonmatching,Me,right,Self,1073,1.073,1,United Kingdom
8548,134,Nonmatching,Me,left,Self,1813,1.813,0,United Kingdom
8549,134,Nonmatching,Stranger,right,Self,2268,2.268,0,United Kingdom
8550,134,Nonmatching,Me,right,Self,2424,2.424,1,United Kingdom
8551,134,Nonmatching,Stranger,left,Self,3313,3.313,1,United Kingdom
8552,134,Nonmatching,Stranger,right,Self,1495,1.495,0,United Kingdom
8553,134,Nonmatching,Stranger,right,Self,1044,1.044,0,United Kingdom
8554,134,Nonmatching,Me,right,Self,548,0.548,1,United Kingdom
8555,134,Nonmatching,Stranger,right,Self,2277,2.277,0,United Kingdom
8556,134,Nonmatching,Me,left,Self,1343,1.343,0,United Kingdom
8557,134,Nonmatching,Me,right,Self,3142,3.142,1,United Kingdom
8558,134,Nonmatching,Me,left,Self,6076,6.076,0,United Kingdom
8559,134,Nonmatching,Stranger,right,Self,553,0.553,0,United Kingdom
8560,134,Nonmatching,Stranger,right,Self,2091,2.091,0,United Kingdom
8561,134,Nonmatching,Me,left,Stranger,1789,1.789,1,United Kingdom
8562,134,Nonmatching,Me,left,Stranger,1267,1.267,1,United Kingdom
8563,134,Nonmatching,Stranger,right,Stranger,950,0.95,1,United Kingdom
8564,134,Nonmatching,Me,left,Stranger,993,0.993,1,United Kingdom
8565,134,Nonmatching,Stranger,right,Stranger,1058,1.058,1,United Kingdom
8566,134,Nonmatching,Me,left,Stranger,1082,1.082,1,United Kingdom
8567,134,Nonmatching,Me,left,Stranger,855,0.855,1,United Kingdom
8568,134,Nonmatching,Me,right,Stranger,1889,1.889,0,United Kingdom
8569,134,Nonmatching,Stranger,left,Stranger,772,0.772,0,United Kingdom
8570,134,Nonmatching,Stranger,right,Stranger,1532,1.532,1,United Kingdom
8571,134,Nonmatching,Me,right,Stranger,1372,1.372,0,United Kingdom
8572,134,Nonmatching,Me,left,Stranger,805,0.805,1,United Kingdom
8573,134,Nonmatching,Stranger,left,Stranger,1477,1.477,0,United Kingdom
8574,134,Nonmatching,Stranger,right,Stranger,869,0.869,1,United Kingdom
8575,134,Nonmatching,Stranger,left,Stranger,1291,1.291,0,United Kingdom
8576,134,Nonmatching,Stranger,right,Stranger,1491,1.491,1,United Kingdom
8577,135,Matching,Stranger,right,Self,1149,1.149,0,United Kingdom
8578,135,Matching,Stranger,left,Self,340,0.34,1,United Kingdom
8579,135,Matching,Me,left,Self,443,0.443,0,United Kingdom
8580,135,Matching,Stranger,right,Self,429,0.429,0,United Kingdom
8581,135,Matching,Me,left,Self,1442,1.442,0,United Kingdom
8582,135,Matching,Me,right,Self,1448,1.448,1,United Kingdom
8583,135,Matching,Stranger,left,Self,912,0.912,1,United Kingdom
8584,135,Matching,Me,left,Self,2630,2.63,0,United Kingdom
8585,135,Matching,Me,right,Self,673,0.673,1,United Kingdom
8586,135,Matching,Me,left,Self,1039,1.039,0,United Kingdom
8587,135,Matching,Me,left,Self,787,0.787,0,United Kingdom
8588,135,Matching,Me,right,Self,572,0.572,1,United Kingdom
8589,135,Matching,Stranger,left,Self,643,0.643,1,United Kingdom
8590,135,Matching,Stranger,left,Self,1432,1.433,1,United Kingdom
8591,135,Matching,Stranger,left,Self,700,0.7,1,United Kingdom
8592,135,Matching,Stranger,left,Self,843,0.843,1,United Kingdom
8593,135,Matching,Stranger,right,Stranger,770,0.77,1,United Kingdom
8594,135,Matching,Stranger,right,Stranger,562,0.562,1,United Kingdom
8595,135,Matching,Stranger,right,Stranger,1608,1.608,1,United Kingdom
8596,135,Matching,Stranger,right,Stranger,685,0.685,1,United Kingdom
8597,135,Matching,Me,left,Stranger,924,0.924,1,United Kingdom
8598,135,Matching,Me,left,Stranger,767,0.767,1,United Kingdom
8599,135,Matching,Me,left,Stranger,1389,1.389,1,United Kingdom
8600,135,Matching,Me,right,Stranger,973,0.973,0,United Kingdom
8601,135,Matching,Me,left,Stranger,850,0.851,1,United Kingdom
8602,135,Matching,Me,left,Stranger,725,0.725,1,United Kingdom
8603,135,Matching,Stranger,right,Stranger,1468,1.468,1,United Kingdom
8604,135,Matching,Stranger,right,Stranger,669,0.669,1,United Kingdom
8605,135,Matching,Stranger,right,Stranger,1434,1.434,1,United Kingdom
8606,135,Matching,Me,left,Stranger,635,0.635,1,United Kingdom
8607,135,Matching,Me,left,Stranger,1117,1.117,1,United Kingdom
8608,135,Matching,Stranger,right,Stranger,756,0.755,1,United Kingdom
8609,135,Nonmatching,Me,left,Self,994,0.994,0,United Kingdom
8610,135,Nonmatching,Stranger,right,Self,646,0.646,0,United Kingdom
8611,135,Nonmatching,Stranger,right,Self,2040,2.04,0,United Kingdom
8612,135,Nonmatching,Me,right,Self,744,0.744,1,United Kingdom
8613,135,Nonmatching,Me,right,Self,1019,1.019,1,United Kingdom
8614,135,Nonmatching,Stranger,left,Self,803,0.803,1,United Kingdom
8615,135,Nonmatching,Me,right,Self,908,0.908,1,United Kingdom
8616,135,Nonmatching,Stranger,right,Self,1452,1.452,0,United Kingdom
8617,135,Nonmatching,Stranger,right,Self,1116,1.116,0,United Kingdom
8618,135,Nonmatching,Me,right,Self,1468,1.468,1,United Kingdom
8619,135,Nonmatching,Stranger,left,Self,966,0.966,1,United Kingdom
8620,135,Nonmatching,Me,right,Self,2194,2.195,1,United Kingdom
8621,135,Nonmatching,Stranger,left,Self,918,0.918,1,United Kingdom
8622,135,Nonmatching,Me,left,Self,879,0.879,0,United Kingdom
8623,135,Nonmatching,Me,right,Self,622,0.622,1,United Kingdom
8624,135,Nonmatching,Stranger,left,Self,721,0.721,1,United Kingdom
8625,135,Nonmatching,Stranger,right,Stranger,2258,2.259,1,United Kingdom
8626,135,Nonmatching,Stranger,right,Stranger,1025,1.025,1,United Kingdom
8627,135,Nonmatching,Stranger,right,Stranger,766,0.766,1,United Kingdom
8628,135,Nonmatching,Me,left,Stranger,1477,1.477,1,United Kingdom
8629,135,Nonmatching,Me,right,Stranger,975,0.975,0,United Kingdom
8630,135,Nonmatching,Stranger,left,Stranger,1008,1.008,0,United Kingdom
8631,135,Nonmatching,Me,left,Stranger,776,0.776,1,United Kingdom
8632,135,Nonmatching,Me,left,Stranger,755,0.755,1,United Kingdom
8633,135,Nonmatching,Stranger,right,Stranger,950,0.95,1,United Kingdom
8634,135,Nonmatching,Stranger,right,Stranger,770,0.77,1,United Kingdom
8635,135,Nonmatching,Me,left,Stranger,1492,1.492,1,United Kingdom
8636,135,Nonmatching,Me,left,Stranger,776,0.776,1,United Kingdom
8637,135,Nonmatching,Me,left,Stranger,750,0.75,1,United Kingdom
8638,135,Nonmatching,Me,left,Stranger,1099,1.099,1,United Kingdom
8639,135,Nonmatching,Stranger,right,Stranger,546,0.546,1,United Kingdom
8640,135,Nonmatching,Stranger,right,Stranger,884,0.884,1,United Kingdom
8641,136,Matching,Stranger,right,Self,1837,1.837,0,United Kingdom
8642,136,Matching,Stranger,right,Self,643,0.643,0,United Kingdom
8643,136,Matching,Me,left,Self,4883,4.883,0,United Kingdom
8644,136,Matching,Stranger,right,Self,5948,5.948,0,United Kingdom
8645,136,Matching,Stranger,left,Self,1398,1.398,1,United Kingdom
8646,136,Matching,Me,right,Self,890,0.89,1,United Kingdom
8647,136,Matching,Stranger,left,Self,765,0.765,1,United Kingdom
8648,136,Matching,Stranger,left,Self,3086,3.086,1,United Kingdom
8649,136,Matching,Me,right,Self,1332,1.332,1,United Kingdom
8650,136,Matching,Me,right,Self,3231,3.231,1,United Kingdom
8651,136,Matching,Me,right,Self,1839,1.839,1,United Kingdom
8652,136,Matching,Me,right,Self,970,0.97,1,United Kingdom
8653,136,Matching,Me,right,Self,870,0.87,1,United Kingdom
8654,136,Matching,Stranger,left,Self,956,0.956,1,United Kingdom
8655,136,Matching,Me,right,Self,899,0.899,1,United Kingdom
8656,136,Matching,Stranger,left,Self,737,0.737,1,United Kingdom
8657,136,Matching,Stranger,left,Stranger,8160,8.16,0,United Kingdom
8658,136,Matching,Stranger,right,Stranger,2222,2.222,1,United Kingdom
8659,136,Matching,Me,left,Stranger,4286,4.286,1,United Kingdom
8660,136,Matching,Me,right,Stranger,6353,6.353,0,United Kingdom
8661,136,Matching,Me,left,Stranger,2963,2.963,1,United Kingdom
8662,136,Matching,Stranger,right,Stranger,2825,2.825,1,United Kingdom
8663,136,Matching,Me,left,Stranger,1100,1.1,1,United Kingdom
8664,136,Matching,Stranger,right,Stranger,1083,1.083,1,United Kingdom
8665,136,Matching,Stranger,left,Stranger,3301,3.301,0,United Kingdom
8666,136,Matching,Stranger,left,Stranger,1118,1.117,0,United Kingdom
8667,136,Matching,Me,left,Stranger,3243,3.243,1,United Kingdom
8668,136,Matching,Me,left,Stranger,1122,1.122,1,United Kingdom
8669,136,Matching,Stranger,left,Stranger,3077,3.077,0,United Kingdom
8670,136,Matching,Me,left,Stranger,1552,1.552,1,United Kingdom
8671,136,Matching,Stranger,right,Stranger,1066,1.066,1,United Kingdom
8672,136,Matching,Me,left,Stranger,1113,1.113,1,United Kingdom
8673,136,Nonmatching,Me,right,Self,4410,4.41,1,United Kingdom
8674,136,Nonmatching,Stranger,right,Self,1759,1.759,0,United Kingdom
8675,136,Nonmatching,Me,left,Self,981,0.981,0,United Kingdom
8676,136,Nonmatching,Stranger,left,Self,7657,7.657,1,United Kingdom
8677,136,Nonmatching,Stranger,left,Self,4340,4.34,1,United Kingdom
8678,136,Nonmatching,Me,right,Self,3483,3.483,1,United Kingdom
8679,136,Nonmatching,Stranger,left,Self,2078,2.078,1,United Kingdom
8680,136,Nonmatching,Me,right,Self,1158,1.158,1,United Kingdom
8681,136,Nonmatching,Stranger,left,Self,1206,1.206,1,United Kingdom
8682,136,Nonmatching,Stranger,right,Self,3939,3.939,0,United Kingdom
8683,136,Nonmatching,Stranger,left,Self,1043,1.043,1,United Kingdom
8684,136,Nonmatching,Me,right,Self,4886,4.886,1,United Kingdom
8685,136,Nonmatching,Me,right,Self,1400,1.4,1,United Kingdom
8686,136,Nonmatching,Me,right,Self,5238,5.238,1,United Kingdom
8687,136,Nonmatching,Stranger,left,Self,961,0.961,1,United Kingdom
8688,136,Nonmatching,Me,right,Self,1045,1.045,1,United Kingdom
8689,136,Nonmatching,Me,right,Stranger,4130,4.13,0,United Kingdom
8690,136,Nonmatching,Me,left,Stranger,5008,5.008,1,United Kingdom
8691,136,Nonmatching,Me,left,Stranger,4110,4.11,1,United Kingdom
8692,136,Nonmatching,Me,left,Stranger,4786,4.786,1,United Kingdom
8693,136,Nonmatching,Stranger,right,Stranger,1272,1.272,1,United Kingdom
8694,136,Nonmatching,Me,left,Stranger,717,0.717,1,United Kingdom
8695,136,Nonmatching,Me,left,Stranger,867,0.867,1,United Kingdom
8696,136,Nonmatching,Stranger,right,Stranger,1210,1.21,1,United Kingdom
8697,136,Nonmatching,Me,left,Stranger,775,0.775,1,United Kingdom
8698,136,Nonmatching,Stranger,right,Stranger,4122,4.122,1,United Kingdom
8699,136,Nonmatching,Stranger,right,Stranger,5228,5.228,1,United Kingdom
8700,136,Nonmatching,Stranger,right,Stranger,1258,1.258,1,United Kingdom
8701,136,Nonmatching,Stranger,left,Stranger,3506,3.506,0,United Kingdom
8702,136,Nonmatching,Stranger,left,Stranger,910,0.91,0,United Kingdom
8703,136,Nonmatching,Stranger,right,Stranger,1282,1.282,1,United Kingdom
8704,136,Nonmatching,Me,left,Stranger,5425,5.425,1,United Kingdom
8705,137,Matching,Me,left,Self,1034,1.034,0,United Kingdom
8706,137,Matching,Me,right,Self,1189,1.189,1,United Kingdom
8707,137,Matching,Stranger,left,Self,1067,1.067,1,United Kingdom
8708,137,Matching,Me,right,Self,739,0.739,1,United Kingdom
8709,137,Matching,Me,right,Self,1811,1.811,1,United Kingdom
8710,137,Matching,Stranger,left,Self,680,0.68,1,United Kingdom
8711,137,Matching,Me,right,Self,484,0.484,1,United Kingdom
8712,137,Matching,Me,right,Self,1210,1.21,1,United Kingdom
8713,137,Matching,Me,right,Self,1009,1.009,1,United Kingdom
8714,137,Matching,Stranger,left,Self,606,0.606,1,United Kingdom
8715,137,Matching,Stranger,left,Self,885,0.885,1,United Kingdom
8716,137,Matching,Stranger,left,Self,794,0.793,1,United Kingdom
8717,137,Matching,Me,right,Self,440,0.44,1,United Kingdom
8718,137,Matching,Stranger,left,Self,1801,1.801,1,United Kingdom
8719,137,Matching,Stranger,left,Self,1137,1.137,1,United Kingdom
8720,137,Matching,Stranger,right,Self,2524,2.523,0,United Kingdom
8721,137,Matching,Stranger,right,Stranger,1188,1.188,1,United Kingdom
8722,137,Matching,Stranger,right,Stranger,1042,1.042,1,United Kingdom
8723,137,Matching,Stranger,left,Stranger,1018,1.018,0,United Kingdom
8724,137,Matching,Me,right,Stranger,602,0.602,0,United Kingdom
8725,137,Matching,Stranger,right,Stranger,997,0.997,1,United Kingdom
8726,137,Matching,Me,left,Stranger,1208,1.208,1,United Kingdom
8727,137,Matching,Me,left,Stranger,797,0.797,1,United Kingdom
8728,137,Matching,Me,left,Stranger,790,0.79,1,United Kingdom
8729,137,Matching,Me,left,Stranger,1246,1.246,1,United Kingdom
8730,137,Matching,Stranger,right,Stranger,1928,1.928,1,United Kingdom
8731,137,Matching,Me,left,Stranger,718,0.718,1,United Kingdom
8732,137,Matching,Me,left,Stranger,1567,1.567,1,United Kingdom
8733,137,Matching,Stranger,right,Stranger,795,0.795,1,United Kingdom
8734,137,Matching,Stranger,right,Stranger,1069,1.069,1,United Kingdom
8735,137,Matching,Me,left,Stranger,1002,1.002,1,United Kingdom
8736,137,Matching,Stranger,right,Stranger,828,0.828,1,United Kingdom
8737,137,Nonmatching,Stranger,left,Self,4879,4.879,1,United Kingdom
8738,137,Nonmatching,Stranger,left,Self,1249,1.249,1,United Kingdom
8739,137,Nonmatching,Me,right,Self,2359,2.359,1,United Kingdom
8740,137,Nonmatching,Me,left,Self,1256,1.256,0,United Kingdom
8741,137,Nonmatching,Me,right,Self,589,0.589,1,United Kingdom
8742,137,Nonmatching,Me,right,Self,828,0.828,1,United Kingdom
8743,137,Nonmatching,Me,right,Self,408,0.408,1,United Kingdom
8744,137,Nonmatching,Stranger,left,Self,867,0.867,1,United Kingdom
8745,137,Nonmatching,Me,right,Self,673,0.673,1,United Kingdom
8746,137,Nonmatching,Stranger,left,Self,1803,1.803,1,United Kingdom
8747,137,Nonmatching,Stranger,left,Self,568,0.568,1,United Kingdom
8748,137,Nonmatching,Me,right,Self,858,0.858,1,United Kingdom
8749,137,Nonmatching,Stranger,left,Self,926,0.926,1,United Kingdom
8750,137,Nonmatching,Me,right,Self,1374,1.374,1,United Kingdom
8751,137,Nonmatching,Stranger,left,Self,1481,1.481,1,United Kingdom
8752,137,Nonmatching,Stranger,left,Self,1876,1.876,1,United Kingdom
8753,137,Nonmatching,Stranger,right,Stranger,2400,2.4,1,United Kingdom
8754,137,Nonmatching,Me,right,Stranger,1202,1.202,0,United Kingdom
8755,137,Nonmatching,Stranger,right,Stranger,813,0.813,1,United Kingdom
8756,137,Nonmatching,Stranger,right,Stranger,1486,1.486,1,United Kingdom
8757,137,Nonmatching,Stranger,right,Stranger,1557,1.557,1,United Kingdom
8758,137,Nonmatching,Me,left,Stranger,768,0.768,1,United Kingdom
8759,137,Nonmatching,Stranger,left,Stranger,1376,1.377,0,United Kingdom
8760,137,Nonmatching,Stranger,left,Stranger,2032,2.032,0,United Kingdom
8761,137,Nonmatching,Me,left,Stranger,1474,1.474,1,United Kingdom
8762,137,Nonmatching,Me,left,Stranger,1869,1.869,1,United Kingdom
8763,137,Nonmatching,Stranger,left,Stranger,910,0.91,0,United Kingdom
8764,137,Nonmatching,Me,left,Stranger,1582,1.582,1,United Kingdom
8765,137,Nonmatching,Me,left,Stranger,1580,1.58,1,United Kingdom
8766,137,Nonmatching,Me,left,Stranger,1212,1.212,1,United Kingdom
8767,137,Nonmatching,Stranger,left,Stranger,1188,1.188,0,United Kingdom
8768,137,Nonmatching,Me,left,Stranger,650,0.65,1,United Kingdom
8769,138,Matching,Stranger,left,Self,1714,1.714,1,United Kingdom
8770,138,Matching,Me,right,Self,1192,1.192,1,United Kingdom
8771,138,Matching,Me,right,Self,1030,1.03,1,United Kingdom
8772,138,Matching,Stranger,left,Self,1263,1.263,1,United Kingdom
8773,138,Matching,Me,right,Self,948,0.948,1,United Kingdom
8774,138,Matching,Me,right,Self,871,0.871,1,United Kingdom
8775,138,Matching,Stranger,left,Self,1110,1.11,1,United Kingdom
8776,138,Matching,Me,right,Self,848,0.848,1,United Kingdom
8777,138,Matching,Stranger,left,Self,838,0.838,1,United Kingdom
8778,138,Matching,Me,right,Self,456,0.456,1,United Kingdom
8779,138,Matching,Me,right,Self,369,0.369,1,United Kingdom
8780,138,Matching,Stranger,left,Self,580,0.58,1,United Kingdom
8781,138,Matching,Stranger,left,Self,478,0.478,1,United Kingdom
8782,138,Matching,Stranger,left,Self,500,0.5,1,United Kingdom
8783,138,Matching,Me,right,Self,627,0.627,1,United Kingdom
8784,138,Matching,Stranger,left,Self,456,0.456,1,United Kingdom
8785,138,Matching,Me,left,Stranger,2275,2.275,1,United Kingdom
8786,138,Matching,Me,left,Stranger,1084,1.084,1,United Kingdom
8787,138,Matching,Me,right,Stranger,752,0.752,0,United Kingdom
8788,138,Matching,Me,left,Stranger,1097,1.097,1,United Kingdom
8789,138,Matching,Me,left,Stranger,848,0.848,1,United Kingdom
8790,138,Matching,Stranger,right,Stranger,768,0.768,1,United Kingdom
8791,138,Matching,Stranger,right,Stranger,539,0.539,1,United Kingdom
8792,138,Matching,Stranger,right,Stranger,561,0.561,1,United Kingdom
8793,138,Matching,Me,left,Stranger,540,0.54,1,United Kingdom
8794,138,Matching,Stranger,right,Stranger,687,0.687,1,United Kingdom
8795,138,Matching,Me,left,Stranger,538,0.538,1,United Kingdom
