,Subject,Label,Shape,Matching,Origin_Identity,English_Identity,Identity,RT_ms,RT_sec,ACC,Country
992,3,Friend,Self,Nonmatching,Self,Self,Self,675,0.675,1,United Kingdom
993,3,Friend,Self,Nonmatching,Self,Self,Self,492,0.492,1,United Kingdom
994,3,Friend,Self,Nonmatching,Self,Self,Self,531,0.531,1,United Kingdom
995,3,Friend,Self,Nonmatching,Self,Self,Self,429,0.429,1,United Kingdom
996,3,Friend,Self,Nonmatching,Self,Self,Self,640,0.64,1,United Kingdom
997,3,Friend,Self,Nonmatching,Self,Self,Self,484,0.484,1,United Kingdom
998,3,Friend,Self,Nonmatching,Self,Self,Self,632,0.632,1,United Kingdom
999,3,Friend,Self,Nonmatching,Self,Self,Self,487,0.487,1,United Kingdom
1000,3,Friend,Self,Nonmatching,Self,Self,Self,460,0.46,1,United Kingdom
1001,3,Friend,Self,Nonmatching,Self,Self,Self,857,0.857,1,United Kingdom
1002,3,Friend,Self,Nonmatching,Self,Self,Self,589,0.589,1,United Kingdom
1003,3,Friend,Self,Nonmatching,Self,Self,Self,536,0.536,1,United Kingdom
1004,3,Friend,Self,Nonmatching,Self,Self,Self,864,0.864,1,United Kingdom
1005,3,Friend,Self,Nonmatching,Self,Self,Self,599,0.599,1,United Kingdom
1006,3,Friend,Self,Nonmatching,Self,Self,Self,555,0.555,1,United Kingdom
1007,3,Friend,Self,Nonmatching,Self,Self,Self,742,0.742,1,United Kingdom
1008,3,Friend,Self,Nonmatching,Self,Self,Self,627,0.627,1,United Kingdom
1009,3,Friend,Self,Nonmatching,Self,Self,Self,711,0.711,1,United Kingdom
1010,3,Friend,Self,Nonmatching,Self,Self,Self,553,0.553,1,United Kingdom
1011,3,Friend,Self,Nonmatching,Self,Self,Self,603,0.603,1,United Kingdom
1012,3,Friend,Self,Nonmatching,Self,Self,Self,748,0.748,1,United Kingdom
1013,3,Friend,Self,Nonmatching,Self,Self,Self,578,0.578,1,United Kingdom
1014,3,Friend,Self,Nonmatching,Self,Self,Self,565,0.565,1,United Kingdom
1015,3,Friend,Self,Nonmatching,Self,Self,Self,707,0.707,1,United Kingdom
1016,3,Friend,Self,Nonmatching,Self,Self,Self,731,0.731,1,United Kingdom
1017,3,Friend,Self,Nonmatching,Self,Self,Self,506,0.506,1,United Kingdom
1018,3,Friend,Self,Nonmatching,Self,Self,Self,497,0.497,1,United Kingdom
1019,3,Friend,Self,Nonmatching,Self,Self,Self,787,0.787,1,United Kingdom
1020,3,Friend,Self,Nonmatching,Self,Self,Self,637,0.637,1,United Kingdom
1021,3,Friend,Self,Nonmatching,Self,Self,Self,612,0.612,1,United Kingdom
1022,3,Friend,Self,Nonmatching,Self,Self,Self,526,0.526,1,United Kingdom
1023,3,Friend,Self,Nonmatching,Self,Self,Self,630,0.63,1,United Kingdom
1024,3,Friend,Self,Nonmatching,Self,Self,Self,497,0.497,1,United Kingdom
1025,3,Friend,Self,Nonmatching,Self,Self,Self,483,0.483,1,United Kingdom
1026,3,Friend,Self,Nonmatching,Self,Self,Self,522,0.522,1,United Kingdom
1027,3,Friend,Self,Nonmatching,Self,Self,Self,473,0.473,1,United Kingdom
1028,3,Friend,Self,Nonmatching,Self,Self,Self,549,0.549,1,United Kingdom
1029,3,Friend,Self,Nonmatching,Self,Self,Self,498,0.498,1,United Kingdom
1030,3,Friend,Self,Nonmatching,Self,Self,Self,414,0.414,1,United Kingdom
1031,3,Friend,Self,Nonmatching,Self,Self,Self,476,0.476,1,United Kingdom
1032,4,Friend,Friend,Matching,Friend,Friend,Close,248,0.248,0,United Kingdom
1033,4,Friend,Friend,Matching,Friend,Friend,Close,387,0.387,0,United Kingdom
1034,4,Friend,Friend,Matching,Friend,Friend,Close,524,0.524,0,United Kingdom
1035,4,Friend,Friend,Matching,Friend,Friend,Close,580,0.58,0,United Kingdom
1036,4,Friend,Friend,Matching,Friend,Friend,Close,242,0.242,0,United Kingdom
1037,4,Friend,Friend,Matching,Friend,Friend,Close,419,0.419,0,United Kingdom
1038,4,Friend,Friend,Matching,Friend,Friend,Close,504,0.504,0,United Kingdom
1039,4,Friend,Friend,Matching,Friend,Friend,Close,638,0.638,0,United Kingdom
1040,4,Friend,Friend,Matching,Friend,Friend,Close,529,0.529,0,United Kingdom
1041,4,Friend,Friend,Matching,Friend,Friend,Close,604,0.604,0,United Kingdom
1042,4,Friend,Friend,Matching,Friend,Friend,Close,704,0.704,0,United Kingdom
1043,4,Friend,Friend,Matching,Friend,Friend,Close,630,0.63,0,United Kingdom
1044,4,Self,Friend,Matching,Friend,Friend,Close,377,0.377,0,United Kingdom
1045,4,Self,Friend,Matching,Friend,Friend,Close,518,0.518,0,United Kingdom
1046,4,Self,Friend,Matching,Friend,Friend,Close,478,0.478,0,United Kingdom
1047,4,Self,Friend,Matching,Friend,Friend,Close,245,0.245,0,United Kingdom
1048,4,Self,Friend,Matching,Friend,Friend,Close,264,0.264,0,United Kingdom
1049,4,Self,Friend,Matching,Friend,Friend,Close,490,0.49,0,United Kingdom
1050,4,Self,Friend,Matching,Friend,Friend,Close,636,0.636,0,United Kingdom
1051,4,Self,Friend,Matching,Friend,Friend,Close,488,0.488,0,United Kingdom
1052,4,Self,Friend,Matching,Friend,Friend,Close,589,0.589,0,United Kingdom
1053,4,Self,Friend,Matching,Friend,Friend,Close,783,0.783,0,United Kingdom
1054,4,Self,Friend,Matching,Friend,Friend,Close,441,0.441,0,United Kingdom
1055,4,Self,Friend,Matching,Friend,Friend,Close,263,0.263,0,United Kingdom
1056,4,Self,Friend,Matching,Friend,Friend,Close,323,0.323,0,United Kingdom
1057,4,Self,Friend,Matching,Friend,Friend,Close,821,0.821,0,United Kingdom
1058,4,Self,Friend,Matching,Friend,Friend,Close,880,0.88,0,United Kingdom
1059,4,Self,Friend,Matching,Friend,Friend,Close,783,0.783,0,United Kingdom
1060,4,Self,Friend,Matching,Friend,Friend,Close,795,0.795,0,United Kingdom
1061,4,Friend,Friend,Matching,Friend,Friend,Close,297,0.297,1,United Kingdom
1062,4,Friend,Friend,Matching,Friend,Friend,Close,284,0.284,1,United Kingdom
1063,4,Friend,Friend,Matching,Friend,Friend,Close,276,0.276,1,United Kingdom
1064,4,Friend,Friend,Matching,Friend,Friend,Close,1055,1.055,1,United Kingdom
1065,4,Friend,Friend,Matching,Friend,Friend,Close,726,0.726,1,United Kingdom
1066,4,Friend,Friend,Matching,Friend,Friend,Close,694,0.694,1,United Kingdom
1067,4,Friend,Friend,Matching,Friend,Friend,Close,663,0.663,1,United Kingdom
1068,4,Friend,Friend,Matching,Friend,Friend,Close,602,0.602,1,United Kingdom
1069,4,Self,Friend,Matching,Friend,Friend,Close,669,0.669,1,United Kingdom
1070,4,Self,Friend,Matching,Friend,Friend,Close,629,0.629,1,United Kingdom
1071,4,Self,Friend,Matching,Friend,Friend,Close,890,0.89,1,United Kingdom
1072,4,Self,Friend,Matching,Friend,Friend,Close,787,0.787,1,United Kingdom
1073,4,Self,Friend,Matching,Friend,Friend,Close,721,0.721,1,United Kingdom
1074,4,Self,Friend,Matching,Friend,Friend,Close,678,0.678,1,United Kingdom
1075,4,Self,Friend,Matching,Friend,Friend,Close,511,0.511,1,United Kingdom
1076,4,Self,Friend,Matching,Friend,Friend,Close,717,0.717,1,United Kingdom
1077,4,Self,Friend,Matching,Friend,Friend,Close,927,0.927,1,United Kingdom
1078,4,Self,Friend,Matching,Friend,Friend,Close,475,0.475,1,United Kingdom
1079,4,Self,Friend,Matching,Friend,Friend,Close,1086,1.086,1,United Kingdom
1080,4,Self,Friend,Matching,Friend,Friend,Close,748,0.748,1,United Kingdom
1081,4,Self,Friend,Matching,Friend,Friend,Close,493,0.493,1,United Kingdom
1082,4,Self,Friend,Matching,Friend,Friend,Close,669,0.669,1,United Kingdom
1083,4,Self,Friend,Matching,Friend,Friend,Close,525,0.525,1,United Kingdom
1084,4,Self,Friend,Matching,Friend,Friend,Close,722,0.722,1,United Kingdom
1085,4,Self,Friend,Matching,Friend,Friend,Close,951,0.951,1,United Kingdom
1086,4,Self,Friend,Matching,Friend,Friend,Close,602,0.602,1,United Kingdom
1087,4,Self,Friend,Matching,Friend,Friend,Close,614,0.614,1,United Kingdom
1088,4,Self,Friend,Matching,Friend,Friend,Close,605,0.605,1,United Kingdom
1089,4,Self,Friend,Matching,Friend,Friend,Close,382,0.382,1,United Kingdom
1090,4,Self,Friend,Matching,Friend,Friend,Close,223,0.223,1,United Kingdom
1091,4,Self,Friend,Matching,Friend,Friend,Close,532,0.532,1,United Kingdom
1092,4,Self,Friend,Matching,Friend,Friend,Close,450,0.45,1,United Kingdom
1093,4,Self,Friend,Matching,Friend,Friend,Close,253,0.253,1,United Kingdom
1094,4,Self,Friend,Matching,Friend,Friend,Close,601,0.601,1,United Kingdom
1095,4,Self,Friend,Matching,Friend,Friend,Close,233,0.233,1,United Kingdom
1096,4,Self,Friend,Matching,Friend,Friend,Close,627,0.627,1,United Kingdom
1097,4,Self,Friend,Matching,Friend,Friend,Close,610,0.61,1,United Kingdom
1098,4,Self,Friend,Matching,Friend,Friend,Close,996,0.996,1,United Kingdom
1099,4,Self,Friend,Matching,Friend,Friend,Close,447,0.447,1,United Kingdom
1100,4,Self,Friend,Matching,Friend,Friend,Close,280,0.28,1,United Kingdom
1101,4,Self,Friend,Matching,Friend,Friend,Close,250,0.25,1,United Kingdom
1102,4,Self,Friend,Matching,Friend,Friend,Close,317,0.317,1,United Kingdom
1103,4,Self,Friend,Matching,Friend,Friend,Close,835,0.835,1,United Kingdom
1104,4,Self,Friend,Matching,Friend,Friend,Close,822,0.822,1,United Kingdom
1105,4,Self,Friend,Matching,Friend,Friend,Close,977,0.977,1,United Kingdom
1106,4,Self,Friend,Matching,Friend,Friend,Close,895,0.895,1,United Kingdom
1107,4,Self,Friend,Matching,Friend,Friend,Close,487,0.487,1,United Kingdom
1108,4,Self,Friend,Matching,Friend,Friend,Close,552,0.552,1,United Kingdom
1109,4,Self,Friend,Matching,Friend,Friend,Close,317,0.317,1,United Kingdom
1110,4,Self,Friend,Matching,Friend,Friend,Close,494,0.494,1,United Kingdom
1111,4,Self,Friend,Matching,Friend,Friend,Close,778,0.778,1,United Kingdom
1112,4,Self,Friend,Matching,Friend,Friend,Close,257,0.257,1,United Kingdom
1113,4,Self,Friend,Matching,Friend,Friend,Close,695,0.695,1,United Kingdom
1114,4,Self,Friend,Matching,Friend,Friend,Close,588,0.588,1,United Kingdom
1115,4,Self,Friend,Matching,Friend,Friend,Close,490,0.49,1,United Kingdom
1116,4,Friend,Self,Matching,Self,Self,Self,329,0.329,0,United Kingdom
1117,4,Friend,Self,Matching,Self,Self,Self,201,0.201,0,United Kingdom
1118,4,Friend,Self,Matching,Self,Self,Self,215,0.215,0,United Kingdom
1119,4,Friend,Self,Matching,Self,Self,Self,405,0.405,0,United Kingdom
1120,4,Friend,Self,Matching,Self,Self,Self,254,0.254,0,United Kingdom
1121,4,Friend,Self,Matching,Self,Self,Self,380,0.38,0,United Kingdom
1122,4,Friend,Self,Matching,Self,Self,Self,251,0.251,0,United Kingdom
1123,4,Friend,Self,Matching,Self,Self,Self,266,0.266,0,United Kingdom
1124,4,Friend,Self,Matching,Self,Self,Self,414,0.414,0,United Kingdom
1125,4,Friend,Self,Matching,Self,Self,Self,295,0.295,0,United Kingdom
1126,4,Friend,Self,Matching,Self,Self,Self,291,0.291,0,United Kingdom
1127,4,Friend,Self,Matching,Self,Self,Self,217,0.217,0,United Kingdom
1128,4,Friend,Self,Matching,Self,Self,Self,389,0.389,0,United Kingdom
1129,4,Friend,Self,Matching,Self,Self,Self,294,0.294,0,United Kingdom
1130,4,Friend,Self,Matching,Self,Self,Self,410,0.41,0,United Kingdom
1131,4,Friend,Self,Matching,Self,Self,Self,381,0.381,0,United Kingdom
1132,4,Friend,Self,Matching,Self,Self,Self,483,0.483,0,United Kingdom
1133,4,Friend,Self,Matching,Self,Self,Self,320,0.32,0,United Kingdom
1134,4,Self,Self,Matching,Self,Self,Self,363,0.363,0,United Kingdom
1135,4,Self,Self,Matching,Self,Self,Self,489,0.489,0,United Kingdom
1136,4,Self,Self,Matching,Self,Self,Self,254,0.254,0,United Kingdom
1137,4,Friend,Self,Matching,Self,Self,Self,215,0.215,1,United Kingdom
1138,4,Friend,Self,Matching,Self,Self,Self,530,0.53,1,United Kingdom
1139,4,Friend,Self,Matching,Self,Self,Self,470,0.47,1,United Kingdom
1140,4,Friend,Self,Matching,Self,Self,Self,218,0.218,1,United Kingdom
1141,4,Friend,Self,Matching,Self,Self,Self,224,0.224,1,United Kingdom
1142,4,Friend,Self,Matching,Self,Self,Self,349,0.349,1,United Kingdom
1143,4,Friend,Self,Matching,Self,Self,Self,375,0.375,1,United Kingdom
1144,4,Friend,Self,Matching,Self,Self,Self,598,0.598,1,United Kingdom
1145,4,Friend,Self,Matching,Self,Self,Self,263,0.263,1,United Kingdom
1146,4,Friend,Self,Matching,Self,Self,Self,213,0.213,1,United Kingdom
1147,4,Friend,Self,Matching,Self,Self,Self,247,0.247,1,United Kingdom
1148,4,Friend,Self,Matching,Self,Self,Self,334,0.334,1,United Kingdom
1149,4,Friend,Self,Matching,Self,Self,Self,386,0.386,1,United Kingdom
1150,4,Friend,Self,Matching,Self,Self,Self,236,0.236,1,United Kingdom
1151,4,Friend,Self,Matching,Self,Self,Self,496,0.496,1,United Kingdom
1152,4,Friend,Self,Matching,Self,Self,Self,208,0.208,1,United Kingdom
1153,4,Friend,Self,Matching,Self,Self,Self,634,0.634,1,United Kingdom
1154,4,Friend,Self,Matching,Self,Self,Self,890,0.89,1,United Kingdom
1155,4,Friend,Self,Matching,Self,Self,Self,573,0.573,1,United Kingdom
1156,4,Friend,Self,Matching,Self,Self,Self,211,0.211,1,United Kingdom
1157,4,Friend,Self,Matching,Self,Self,Self,464,0.464,1,United Kingdom
1158,4,Friend,Self,Matching,Self,Self,Self,837,0.837,1,United Kingdom
1159,4,Friend,Self,Matching,Self,Self,Self,648,0.648,1,United Kingdom
1160,4,Friend,Self,Matching,Self,Self,Self,598,0.598,1,United Kingdom
1161,4,Friend,Self,Matching,Self,Self,Self,406,0.406,1,United Kingdom
1162,4,Friend,Self,Matching,Self,Self,Self,546,0.546,1,United Kingdom
1163,4,Friend,Self,Matching,Self,Self,Self,280,0.28,1,United Kingdom
1164,4,Friend,Self,Matching,Self,Self,Self,488,0.488,1,United Kingdom
1165,4,Friend,Self,Matching,Self,Self,Self,420,0.42,1,United Kingdom
1166,4,Friend,Self,Matching,Self,Self,Self,701,0.701,1,United Kingdom
1167,4,Friend,Self,Matching,Self,Self,Self,972,0.972,1,United Kingdom
1168,4,Friend,Self,Matching,Self,Self,Self,586,0.586,1,United Kingdom
1169,4,Friend,Self,Matching,Self,Self,Self,448,0.448,1,United Kingdom
1170,4,Friend,Self,Matching,Self,Self,Self,537,0.537,1,United Kingdom
1171,4,Friend,Self,Matching,Self,Self,Self,418,0.418,1,United Kingdom
1172,4,Friend,Self,Matching,Self,Self,Self,453,0.453,1,United Kingdom
1173,4,Friend,Self,Matching,Self,Self,Self,364,0.364,1,United Kingdom
1174,4,Friend,Self,Matching,Self,Self,Self,826,0.826,1,United Kingdom
1175,4,Friend,Self,Matching,Self,Self,Self,485,0.485,1,United Kingdom
1176,4,Friend,Self,Matching,Self,Self,Self,489,0.489,1,United Kingdom
1177,4,Friend,Self,Matching,Self,Self,Self,513,0.513,1,United Kingdom
1178,4,Friend,Self,Matching,Self,Self,Self,362,0.362,1,United Kingdom
1179,4,Friend,Self,Matching,Self,Self,Self,546,0.546,1,United Kingdom
1180,4,Friend,Self,Matching,Self,Self,Self,650,0.65,1,United Kingdom
1181,4,Friend,Self,Matching,Self,Self,Self,734,0.734,1,United Kingdom
1182,4,Friend,Self,Matching,Self,Self,Self,820,0.82,1,United Kingdom
1183,4,Friend,Self,Matching,Self,Self,Self,409,0.409,1,United Kingdom
1184,4,Friend,Self,Matching,Self,Self,Self,351,0.351,1,United Kingdom
1185,4,Friend,Self,Matching,Self,Self,Self,662,0.662,1,United Kingdom
1186,4,Friend,Self,Matching,Self,Self,Self,453,0.453,1,United Kingdom
1187,4,Friend,Self,Matching,Self,Self,Self,289,0.289,1,United Kingdom
1188,4,Friend,Self,Matching,Self,Self,Self,596,0.596,1,United Kingdom
1189,4,Self,Self,Matching,Self,Self,Self,374,0.374,1,United Kingdom
1190,4,Self,Self,Matching,Self,Self,Self,616,0.616,1,United Kingdom
1191,4,Self,Self,Matching,Self,Self,Self,576,0.576,1,United Kingdom
1192,4,Self,Self,Matching,Self,Self,Self,407,0.407,1,United Kingdom
1193,4,Self,Self,Matching,Self,Self,Self,613,0.613,1,United Kingdom
1194,4,Self,Self,Matching,Self,Self,Self,348,0.348,1,United Kingdom
1195,4,Self,Self,Matching,Self,Self,Self,360,0.36,1,United Kingdom
1196,4,Self,Self,Matching,Self,Self,Self,602,0.602,1,United Kingdom
1197,4,Self,Self,Matching,Self,Self,Self,558,0.558,1,United Kingdom
1198,4,Self,Self,Matching,Self,Self,Self,759,0.759,1,United Kingdom
1199,4,Self,Self,Matching,Self,Self,Self,496,0.496,1,United Kingdom
1200,4,Self,Self,Matching,Self,Self,Self,293,0.293,1,United Kingdom
1201,4,Self,Self,Matching,Self,Self,Self,662,0.662,1,United Kingdom
1202,4,Self,Self,Matching,Self,Self,Self,394,0.394,1,United Kingdom
1203,4,Self,Self,Matching,Self,Self,Self,796,0.796,1,United Kingdom
1204,4,Self,Self,Matching,Self,Self,Self,552,0.552,1,United Kingdom
1205,4,Self,Self,Matching,Self,Self,Self,326,0.326,1,United Kingdom
1206,4,Self,Self,Matching,Self,Self,Self,847,0.847,1,United Kingdom
1207,4,Self,Self,Matching,Self,Self,Self,759,0.759,1,United Kingdom
1208,4,Friend,Friend,Nonmatching,Friend,Friend,Close,507,0.507,0,United Kingdom
1209,4,Friend,Friend,Nonmatching,Friend,Friend,Close,231,0.231,0,United Kingdom
1210,4,Friend,Friend,Nonmatching,Friend,Friend,Close,409,0.409,0,United Kingdom
1211,4,Friend,Friend,Nonmatching,Friend,Friend,Close,346,0.346,0,United Kingdom
1212,4,Friend,Friend,Nonmatching,Friend,Friend,Close,484,0.484,0,United Kingdom
1213,4,Friend,Friend,Nonmatching,Friend,Friend,Close,305,0.305,0,United Kingdom
1214,4,Friend,Friend,Nonmatching,Friend,Friend,Close,558,0.558,0,United Kingdom
1215,4,Friend,Friend,Nonmatching,Friend,Friend,Close,745,0.745,0,United Kingdom
1216,4,Self,Friend,Nonmatching,Friend,Friend,Close,416,0.416,0,United Kingdom
1217,4,Self,Friend,Nonmatching,Friend,Friend,Close,435,0.435,0,United Kingdom
1218,4,Self,Friend,Nonmatching,Friend,Friend,Close,337,0.337,0,United Kingdom
1219,4,Self,Friend,Nonmatching,Friend,Friend,Close,855,0.855,0,United Kingdom
1220,4,Self,Friend,Nonmatching,Friend,Friend,Close,774,0.774,0,United Kingdom
1221,4,Self,Friend,Nonmatching,Friend,Friend,Close,989,0.989,0,United Kingdom
1222,4,Self,Friend,Nonmatching,Friend,Friend,Close,435,0.435,0,United Kingdom
1223,4,Self,Friend,Nonmatching,Friend,Friend,Close,557,0.557,0,United Kingdom
1224,4,Self,Friend,Nonmatching,Friend,Friend,Close,704,0.704,0,United Kingdom
1225,4,Self,Friend,Nonmatching,Friend,Friend,Close,252,0.252,0,United Kingdom
1226,4,Self,Friend,Nonmatching,Friend,Friend,Close,331,0.331,0,United Kingdom
1227,4,Self,Friend,Nonmatching,Friend,Friend,Close,859,0.859,0,United Kingdom
1228,4,Self,Friend,Nonmatching,Friend,Friend,Close,886,0.886,0,United Kingdom
1229,4,Self,Friend,Nonmatching,Friend,Friend,Close,285,0.285,0,United Kingdom
1230,4,Self,Friend,Nonmatching,Friend,Friend,Close,235,0.235,0,United Kingdom
1231,4,Self,Friend,Nonmatching,Friend,Friend,Close,292,0.292,0,United Kingdom
1232,4,Self,Friend,Nonmatching,Friend,Friend,Close,231,0.231,0,United Kingdom
1233,4,Self,Friend,Nonmatching,Friend,Friend,Close,449,0.449,0,United Kingdom
1234,4,Self,Friend,Nonmatching,Friend,Friend,Close,539,0.539,0,United Kingdom
1235,4,Friend,Friend,Nonmatching,Friend,Friend,Close,347,0.347,1,United Kingdom
1236,4,Friend,Friend,Nonmatching,Friend,Friend,Close,258,0.258,1,United Kingdom
1237,4,Friend,Friend,Nonmatching,Friend,Friend,Close,530,0.53,1,United Kingdom
1238,4,Friend,Friend,Nonmatching,Friend,Friend,Close,488,0.488,1,United Kingdom
1239,4,Friend,Friend,Nonmatching,Friend,Friend,Close,962,0.962,1,United Kingdom
1240,4,Friend,Friend,Nonmatching,Friend,Friend,Close,547,0.547,1,United Kingdom
1241,4,Friend,Friend,Nonmatching,Friend,Friend,Close,868,0.868,1,United Kingdom
1242,4,Friend,Friend,Nonmatching,Friend,Friend,Close,207,0.207,1,United Kingdom
1243,4,Friend,Friend,Nonmatching,Friend,Friend,Close,996,0.996,1,United Kingdom
1244,4,Friend,Friend,Nonmatching,Friend,Friend,Close,984,0.984,1,United Kingdom
1245,4,Self,Friend,Nonmatching,Friend,Friend,Close,813,0.813,1,United Kingdom
1246,4,Self,Friend,Nonmatching,Friend,Friend,Close,756,0.756,1,United Kingdom
1247,4,Self,Friend,Nonmatching,Friend,Friend,Close,426,0.426,1,United Kingdom
1248,4,Self,Friend,Nonmatching,Friend,Friend,Close,478,0.478,1,United Kingdom
1249,4,Self,Friend,Nonmatching,Friend,Friend,Close,997,0.997,1,United Kingdom
1250,4,Self,Friend,Nonmatching,Friend,Friend,Close,1079,1.079,1,United Kingdom
1251,4,Self,Friend,Nonmatching,Friend,Friend,Close,698,0.698,1,United Kingdom
1252,4,Self,Friend,Nonmatching,Friend,Friend,Close,323,0.323,1,United Kingdom
1253,4,Self,Friend,Nonmatching,Friend,Friend,Close,909,0.909,1,United Kingdom
1254,4,Self,Friend,Nonmatching,Friend,Friend,Close,761,0.761,1,United Kingdom
1255,4,Self,Friend,Nonmatching,Friend,Friend,Close,609,0.609,1,United Kingdom
1256,4,Self,Friend,Nonmatching,Friend,Friend,Close,354,0.354,1,United Kingdom
1257,4,Self,Friend,Nonmatching,Friend,Friend,Close,573,0.573,1,United Kingdom
1258,4,Self,Friend,Nonmatching,Friend,Friend,Close,754,0.754,1,United Kingdom
1259,4,Self,Friend,Nonmatching,Friend,Friend,Close,424,0.424,1,United Kingdom
1260,4,Self,Friend,Nonmatching,Friend,Friend,Close,812,0.812,1,United Kingdom
1261,4,Self,Friend,Nonmatching,Friend,Friend,Close,472,0.472,1,United Kingdom
1262,4,Self,Friend,Nonmatching,Friend,Friend,Close,777,0.777,1,United Kingdom
1263,4,Self,Friend,Nonmatching,Friend,Friend,Close,663,0.663,1,United Kingdom
1264,4,Self,Friend,Nonmatching,Friend,Friend,Close,603,0.603,1,United Kingdom
1265,4,Self,Friend,Nonmatching,Friend,Friend,Close,288,0.288,1,United Kingdom
1266,4,Self,Friend,Nonmatching,Friend,Friend,Close,644,0.644,1,United Kingdom
1267,4,Self,Friend,Nonmatching,Friend,Friend,Close,883,0.883,1,United Kingdom
1268,4,Self,Friend,Nonmatching,Friend,Friend,Close,690,0.69,1,United Kingdom
1269,4,Self,Friend,Nonmatching,Friend,Friend,Close,967,0.967,1,United Kingdom
1270,4,Self,Friend,Nonmatching,Friend,Friend,Close,698,0.698,1,United Kingdom
1271,4,Self,Friend,Nonmatching,Friend,Friend,Close,413,0.413,1,United Kingdom
1272,4,Self,Friend,Nonmatching,Friend,Friend,Close,630,0.63,1,United Kingdom
1273,4,Self,Friend,Nonmatching,Friend,Friend,Close,460,0.46,1,United Kingdom
1274,4,Self,Friend,Nonmatching,Friend,Friend,Close,317,0.317,1,United Kingdom
1275,4,Self,Friend,Nonmatching,Friend,Friend,Close,1013,1.013,1,United Kingdom
1276,4,Self,Friend,Nonmatching,Friend,Friend,Close,539,0.539,1,United Kingdom
1277,4,Self,Friend,Nonmatching,Friend,Friend,Close,356,0.356,1,United Kingdom
1278,4,Self,Friend,Nonmatching,Friend,Friend,Close,291,0.291,1,United Kingdom
1279,4,Self,Friend,Nonmatching,Friend,Friend,Close,401,0.401,1,United Kingdom
1280,4,Self,Friend,Nonmatching,Friend,Friend,Close,367,0.367,1,United Kingdom
1281,4,Self,Friend,Nonmatching,Friend,Friend,Close,396,0.396,1,United Kingdom
1282,4,Self,Friend,Nonmatching,Friend,Friend,Close,517,0.517,1,United Kingdom
1283,4,Self,Friend,Nonmatching,Friend,Friend,Close,424,0.424,1,United Kingdom
1284,4,Self,Friend,Nonmatching,Friend,Friend,Close,537,0.537,1,United Kingdom
1285,4,Self,Friend,Nonmatching,Friend,Friend,Close,628,0.628,1,United Kingdom
1286,4,Self,Friend,Nonmatching,Friend,Friend,Close,303,0.303,1,United Kingdom
1287,4,Self,Friend,Nonmatching,Friend,Friend,Close,966,0.966,1,United Kingdom
1288,4,Self,Friend,Nonmatching,Friend,Friend,Close,313,0.313,1,United Kingdom
1289,4,Self,Friend,Nonmatching,Friend,Friend,Close,676,0.676,1,United Kingdom
1290,4,Self,Friend,Nonmatching,Friend,Friend,Close,803,0.803,1,United Kingdom
1291,4,Self,Friend,Nonmatching,Friend,Friend,Close,731,0.731,1,United Kingdom
1292,4,Self,Friend,Nonmatching,Friend,Friend,Close,1037,1.037,1,United Kingdom
1293,4,Self,Friend,Nonmatching,Friend,Friend,Close,806,0.806,1,United Kingdom
1294,4,Friend,Self,Nonmatching,Self,Self,Self,296,0.296,0,United Kingdom
1295,4,Friend,Self,Nonmatching,Self,Self,Self,200,0.2,0,United Kingdom
1296,4,Friend,Self,Nonmatching,Self,Self,Self,204,0.204,0,United Kingdom
1297,4,Friend,Self,Nonmatching,Self,Self,Self,219,0.219,0,United Kingdom
1298,4,Friend,Self,Nonmatching,Self,Self,Self,409,0.409,0,United Kingdom
1299,4,Friend,Self,Nonmatching,Self,Self,Self,283,0.283,0,United Kingdom
1300,4,Friend,Self,Nonmatching,Self,Self,Self,208,0.208,0,United Kingdom
1301,4,Friend,Self,Nonmatching,Self,Self,Self,202,0.202,0,United Kingdom
1302,4,Friend,Self,Nonmatching,Self,Self,Self,483,0.483,0,United Kingdom
1303,4,Friend,Self,Nonmatching,Self,Self,Self,332,0.332,0,United Kingdom
1304,4,Friend,Self,Nonmatching,Self,Self,Self,423,0.423,0,United Kingdom
1305,4,Friend,Self,Nonmatching,Self,Self,Self,313,0.313,0,United Kingdom
1306,4,Friend,Self,Nonmatching,Self,Self,Self,261,0.261,0,United Kingdom
1307,4,Friend,Self,Nonmatching,Self,Self,Self,217,0.217,0,United Kingdom
1308,4,Friend,Self,Nonmatching,Self,Self,Self,323,0.323,0,United Kingdom
1309,4,Friend,Self,Nonmatching,Self,Self,Self,830,0.83,0,United Kingdom
1310,4,Friend,Self,Nonmatching,Self,Self,Self,223,0.223,0,United Kingdom
1311,4,Friend,Self,Nonmatching,Self,Self,Self,560,0.56,0,United Kingdom
1312,4,Friend,Self,Nonmatching,Self,Self,Self,403,0.403,0,United Kingdom
1313,4,Friend,Self,Nonmatching,Self,Self,Self,484,0.484,0,United Kingdom
1314,4,Friend,Self,Nonmatching,Self,Self,Self,648,0.648,0,United Kingdom
1315,4,Friend,Self,Nonmatching,Self,Self,Self,352,0.352,0,United Kingdom
1316,4,Friend,Self,Nonmatching,Self,Self,Self,670,0.67,0,United Kingdom
1317,4,Friend,Self,Nonmatching,Self,Self,Self,249,0.249,0,United Kingdom
1318,4,Friend,Self,Nonmatching,Self,Self,Self,650,0.65,0,United Kingdom
1319,4,Friend,Self,Nonmatching,Self,Self,Self,307,0.307,0,United Kingdom
